,sequence,labels,scores
2318,if you made a video about the bare minimum like you said i would be all over it in an instant it is so hard for someone to get started making good coffee you get a mix of people saying spend a little a possible and you get your coffee snob that say you need to spend at least dollar5 000 to make decent coffee,"['video', 'usability', 'not usability']","[0.7991276383399963, 0.11200138926506042, 0.08887096494436264]"
2319,i love how much james hate everything in these cheap review i am going to keep watching in the vain hope that one day something surprise him,"['video', 'not usability', 'usability']","[0.6930156350135803, 0.21593408286571503, 0.09105025231838226]"
2320,will taylor yeah but instant coffee is a whole different animal lol,"['not usability', 'usability', 'video']","[0.5093375444412231, 0.3188972473144531, 0.1717652678489685]"
2321,game spirit a blind taste test would be a good idea james did one with instant coffee i believe it wa good fun,"['video', 'usability', 'not usability']","[0.45167866349220276, 0.3948666453361511, 0.1534547060728073]"
2322,he should do a blind taste test between the best of these machine and a dollar2000 machine you and i both know he will not though blind taste test make a lot of pretentious coffee folk look bad they can almost never tell the difference,"['not usability', 'usability', 'video']","[0.5541468858718872, 0.35513266921043396, 0.09072047472000122]"
2323,he learned to drive in a bugatti la voiture noire any other car he test is a piece of shit for him,"['not usability', 'usability', 'video']","[0.6034958362579346, 0.3353760242462158, 0.06112808734178543]"
2324,this is why i brought a bialetti brikka no point buying a cheap espresso machine when the brikka pot will do just a good a job if not better and with superior build quality brikka is far more regulated and consistent than traditional moka,"['usability', 'not usability', 'video']","[0.6913995742797852, 0.2198800891637802, 0.08872032165527344]"
2325,he basically doe not like coffee,"['not usability', 'usability', 'video']","[0.4610059857368469, 0.354906290769577, 0.18408776819705963]"
2326,i envy too people who like bad coffee,"['usability', 'not usability', 'video']","[0.4785776138305664, 0.31199324131011963, 0.20942917466163635]"
2327,just realised you are the 2007 world champion barista epic,"['video', 'usability', 'not usability']","[0.45768895745277405, 0.45743197202682495, 0.08487910777330399]"
2328,i look forward to more video from you on what constitutes the bare minimum of spending for a great at home espresso experience i love the coffee hobby and i want to eventually invest in my own machine i respect your video and your opinion very much this is my favorite coffee channel on youtube,"['video', 'usability', 'not usability']","[0.9204214215278625, 0.06232443079352379, 0.01725413277745247]"
2329,looking forward to the next installment and finding out what is a reasonable budget ish espresso machine thanks,"['usability', 'video', 'not usability']","[0.5030686259269714, 0.3064253628253937, 0.19050608575344086]"
2330,potential video idea best drip coffee maker for under or around gbp100 in particular i have the wilfa classic in mind thanks,"['video', 'usability', 'not usability']","[0.6131700873374939, 0.3643181622028351, 0.022511763498187065]"
2331,i have had a few de longhi machine in the past when i thought spending more than gbp100 wa a waste especially a they tended to only last a year before the pump or the element stopped working i did have a burr grinder though last year i came to my sens and brought an hx model from rocket and a decent grinder did the amount i spent scare me you bet do i now get better tasting coffee and a pleasant experience every morning though oh yes indeedy,"['usability', 'not usability', 'video']","[0.6295346617698669, 0.223893404006958, 0.14657194912433624]"
2332,it is funny how easy it is to think a few hundred that is a waste and then spend a few hundred on machine that keep breaking lol i have done the same thing,"['not usability', 'usability', 'video']","[0.6633375883102417, 0.2129117101430893, 0.12375062704086304]"
2333,loved the video i have a dollar220 delonghi espresso machine and it pretty good but it also ha a pressurized filter basket id love to find a non pressurized filter basket that could fit into my portafilter if anyone know where i can get one that fit the model is ecp3630 and just reply to this thanks,"['video', 'usability', 'not usability']","[0.8520246744155884, 0.13131479918956757, 0.01666049286723137]"
2334,thank you for listening james,"['usability', 'video', 'not usability']","[0.4754617214202881, 0.38447636365890503, 0.1400618851184845]"
2335,i have had the capresso ec pro and now have the brevelle duo temp pro both came with standard and pressurized basket and both made great espresso both under dollar300 u using a baratza encore grinder in my opinion spending le than dollar250 on a machine is not even worth it also had some luck with the nanopresso manual pump thingy but you can only make 1 shot until the pump overheats and wont let any water through,"['usability', 'not usability', 'video']","[0.758159339427948, 0.17039863765239716, 0.07144196331501007]"
2336,my prediction minimum espresso machine needed to satisfy james hoffman gaggia classic minimum espresso machine needed to satisfy james hoffman is hair decent espresso,"['usability', 'video', 'not usability']","[0.6948240399360657, 0.17754650115966797, 0.12762948870658875]"
2337,i have got a de longhi a better model and i drink decent espresso every day i work a a barista with a keenvanderwestern spirit and obviously it is a totally different story but you can drink decent espresso with a limited budget a long a you buy god speciality coffee,"['not usability', 'usability', 'video']","[0.4935690760612488, 0.40471503138542175, 0.10171592235565186]"
2338,my immediate thought for the machine that had water spraying everywhere wa for you to put an aeropress filter on top of the puck to try to distribute the water more gently but i think not mentioning that you are using a 600dollar grinder could be an issue to someone who is got a 50dollar grinder and thinking they should go out and buy a 100dollar machine because 100dollar is not too bad for espresso all that being said i think that doing a cost comparison for home gear to drinking out for a year would be a real eye opener for a lot of people who hesitate to spend 100dollar on a baratza encore and 20dollar lb on coffee,"['usability', 'not usability', 'video']","[0.584446132183075, 0.2826017737388611, 0.13295207917690277]"
2339,niche is more than 600 usd by the way,"['usability', 'video', 'not usability']","[0.49647966027259827, 0.3009108603000641, 0.20260949432849884]"
2340,hey james could you please review the la pavoni europiccola is it any good user guide tutorial,"['usability', 'video', 'not usability']","[0.7375646829605103, 0.2143469601869583, 0.048088330775499344]"
2341,looking forward to that next tier up video maybe with the ec150 from capresso jura,"['video', 'usability', 'not usability']","[0.5582626461982727, 0.31847259402275085, 0.12326470017433167]"
2342,i hope you will include some superautomatics in your survey i started with a gaggia espresso no 3 way valve bought used on ebay for around dollar100 upgrade pid bottomless pf better basket silvia steam wand paired with a la pavoni zip base grinder also used around dollar100 new burrset great espresso is possible on a tight budget if you know where to compromise,"['usability', 'video', 'not usability']","[0.8648563027381897, 0.08367448300123215, 0.05146922543644905]"
2343,ikawa sample roaster can you do a review of that please,"['usability', 'video', 'not usability']","[0.689065158367157, 0.23757867515087128, 0.07335603982210159]"
2344,personally i think the best of the cheaper machine is the sage bambino plus you should test that in your next batch,"['usability', 'video', 'not usability']","[0.5694379806518555, 0.32744842767715454, 0.10311362892389297]"
2345,the de longhi wa my first espresso machine and i use a breville barista espresso machine now looking forward to your at home series a i am looking to up my game,"['usability', 'video', 'not usability']","[0.8105195164680481, 0.11772628873586655, 0.07175415009260178]"
2346,great video you hit all the key note i wa looking for,"['video', 'usability', 'not usability']","[0.9796013832092285, 0.016009090468287468, 0.004389526322484016]"
2347,fancy finding you here,"['usability', 'video', 'not usability']","[0.6944933533668518, 0.2778860628604889, 0.027620555832982063]"
2348,not only doe the machine get out away to never come out again but it also help put many people off the idea of dropping more money on a better espresso machine thus stop yet another person getting in to espresso and enjoying the experience i bought a cheep delongi espresso machine to see if it wa something i wa going to enjoy and want to continue with the idea wa to sell the machine after a while and drop some money on a proper machine luckily the bad experience did not put me off but it doe put many people off and then they never want to buy another espresso machine such a shame that these product exist and i am sure there only purpose is so cause problem buyer remorse and to stop people actually getting in to espresso and enjoying the whole experience,"['not usability', 'usability', 'video']","[0.6033644676208496, 0.3149777054786682, 0.08165788650512695]"
2349,i like the price point round up video because it much easier compare what quality is available at that price point,"['video', 'usability', 'not usability']","[0.9224829077720642, 0.06525824964046478, 0.012258857488632202]"
2350,hey james why do not you try cheap gaggia machine wit 58 mm portafilter,"['video', 'usability', 'not usability']","[0.7176199555397034, 0.2717908024787903, 0.010589209385216236]"
2351,bro no offense but you sound like your breath smell like death,"['not usability', 'video', 'usability']","[0.5841026902198792, 0.23699668049812317, 0.17890065908432007]"
2352,i had an older version of the delonghi a my first espresso machine it did not come with an unpressurized basket so i ordered one from a different company and had to bend the top flat so it would fit in the delonghi portafilter i replaced the panarello steam wand with a traditional steam wand silvia v2 steam wand i think and used a baratza sette 270 grinder with it i eventually cut the bottom off of the portafilter and made it into a bottomless it would occasionally make good espresso but wa such a pain to use i upgraded to a gaggia classic a few year ago and man what a difference next up for me will probably be an appartamento but that is year away,"['not usability', 'usability', 'video']","[0.5278877019882202, 0.4104766547679901, 0.06163559481501579]"
2353,killer t shirt,"['usability', 'video', 'not usability']","[0.7222909927368164, 0.2326619178056717, 0.04504705220460892]"
2354,little color correction hiccup at 8 56 otherwise really cool video always enjoy watching these,"['video', 'usability', 'not usability']","[0.9065802097320557, 0.08168446272611618, 0.01173538900911808]"
2355,yeah my machine won delonghi is relatively ok but really unstable i bought it year ago when i knew nothing about coffee i am just holding onto it and saving money for a better machine,"['usability', 'video', 'not usability']","[0.7951837182044983, 0.10545244067907333, 0.09936384111642838]"
2356,hi james i presume that you will be covering a lot of different price point in the machine that you will be covering in the future if possible could you some kind of value for money scale what i mean is a lot of people would not spend over euros1000 probably not even over euros500 for a machine to make a morning latte cappuccino you know that espresso drinker are not buying these machine i am just wondering what is the best cheap espresso machine that if you encountered in a friend is house would make you think twice about just asking for a cup of tea,"['usability', 'not usability', 'video']","[0.4413622319698334, 0.30716463923454285, 0.25147315859794617]"
2357,i have got the krups i had a different experience it took me some time but i started pulling quite good shot,"['video', 'usability', 'not usability']","[0.4950045049190521, 0.44172555208206177, 0.0632699579000473]"
2358,people having these coffee machine and enjoying the hell out of it not understanding why he complains,"['usability', 'video', 'not usability']","[0.6527220606803894, 0.20453643798828125, 0.14274147152900696]"
2359,looking forward to a budget espresso recommendation vid,"['video', 'usability', 'not usability']","[0.9126495122909546, 0.06838671118021011, 0.0189637690782547]"
2360,when i order coffee from 3fe and the like i need to order moccapot aero press grind to use on my home espresso machine it simply can not handle the fine shop espresso grind am i even making espresso or just wasting good coffee i use a delonghi dedica at gbp189ish,"['usability', 'not usability', 'video']","[0.5283645391464233, 0.44142839312553406, 0.030207108706235886]"
2361,have you tried gaggia classic you can soetimes get it refubrished for just over 100gbp apart from having a decent build it is also upgradable thought,"['usability', 'video', 'not usability']","[0.8084104657173157, 0.135809525847435, 0.05578003451228142]"
2362,mr hoffman please take a look at atomic espresso maker it is some sort of stovetop espresso witcher is that also cream the milk,"['usability', 'video', 'not usability']","[0.5985596776008606, 0.3772285282611847, 0.024211743846535683]"
2363,those make moka not espresso,"['not usability', 'usability', 'video']","[0.6571438312530518, 0.2989466190338135, 0.04390956461429596]"
2364,hey what is the grinder,"['usability', 'video', 'not usability']","[0.5908867716789246, 0.2879069447517395, 0.12120626121759415]"
2365,thanks for the review james and for protecting u from those dreadful pun i would guessed sub ton machine were cr p so have avoided them assiduously i realise you have probably already set your price ceiling for your next test but i would like to see the best machine under gbp500 finding out if it is possible using good prep to produce good espresso every time at that price point cheer and ta for reading,"['not usability', 'usability', 'video']","[0.5260027050971985, 0.3441765010356903, 0.12982086837291718]"
2366,sometimes i am tempted to buy something like this and then i stick to the mokka pot for now,"['not usability', 'usability', 'video']","[0.4868105947971344, 0.3643248677253723, 0.1488645374774933]"
2367,clever strategy a you know even when you got the 600euros for machine you have to have nearly the same to the grinder,"['usability', 'video', 'not usability']","[0.8230412602424622, 0.12174917012453079, 0.05520953983068466]"
2368,james what kind of coffee did you use if you are not comfortable telling what exactly at least what type also please would you say that in future video also,"['video', 'not usability', 'usability']","[0.5359098315238953, 0.24664098024368286, 0.2174491137266159]"
2369,james you did not strike me a a marc rebillet fan good on you,"['not usability', 'video', 'usability']","[0.5633775591850281, 0.22998398542404175, 0.20663845539093018]"
2370,man james reallllyyyy like the niche,"['usability', 'video', 'not usability']","[0.45350292325019836, 0.44795721769332886, 0.0985398143529892]"
2371,would love it if you could do a review on the best machine and grinder to buy at the lowest cost i really want to get myself a machine and grinder once i have some some space but do not know what to buy and do not want to spend an arm and a leg on the set up,"['not usability', 'usability', 'video']","[0.52858567237854, 0.30993330478668213, 0.16148103773593903]"
2372,5 28 i literally had to pause the video and digest that moment for a second,"['video', 'usability', 'not usability']","[0.9385615587234497, 0.04728594049811363, 0.014152470976114273]"
2373,answer buy a second hand gaggia classic off ebay,"['usability', 'video', 'not usability']","[0.8457087278366089, 0.10846243798732758, 0.04582885652780533]"
2374,and then drop the opv pressure to 9bar and fit a pid winner winner chicken dinner,"['usability', 'video', 'not usability']","[0.8210631608963013, 0.14620579779148102, 0.03273105248808861]"
2375,i think the delonghi gave you the best result because you used properly ground espresso with a proper basket the issue with the rest is you are using properly ground espresso with an improper basket which i think make the result a bit inaccurate i would be more curious to see if those cheaper machine gave you a better result with a more coarsely ground espresso like it is designed to work with,"['not usability', 'usability', 'video']","[0.818960964679718, 0.14238932728767395, 0.038649726659059525]"
2376,i have been using a delonghi machine for about 10 year now it doe have a pressurised filter but loaded with well tamped finely ground coffee it will produce a pretty decent espresso the tamper incidentally look identical to the modern one it simply pull out of the machine and is much more usable that way although it is still a rather puny plastic effort for something that cost under gbp100 somewhere between 2009 and 2010 that delonghi ha done remarkably well,"['usability', 'video', 'not usability']","[0.9593574404716492, 0.030004939064383507, 0.010637602768838406]"
2377,i thought you were a man of fine taste from your love of coffee but i know you are a man of fine taste from your shirt,"['usability', 'not usability', 'video']","[0.7121288776397705, 0.1826760470867157, 0.10519508272409439]"
2378,any possibility of including a breville sage duo temp pro in one of these review series,"['usability', 'video', 'not usability']","[0.5809536576271057, 0.2903924286365509, 0.1286538988351822]"
2379,d j brew,"['usability', 'video', 'not usability']","[0.45146510004997253, 0.3844755291938782, 0.16405940055847168]"
2380,i am really happy with delonghi ec685 i find it is best for the money,"['usability', 'video', 'not usability']","[0.6103089451789856, 0.311957448720932, 0.0777335986495018]"
2381,james love your channel and your coffee bean have you ever reviewed the gaggia classic a it wa always rumoured to be the best affordable machine for home use i wondered how much it is changed now it carry a heavier price tag and the adjustable opv changed out for a fixed spring valve i have one of the previous gen machine with a brass brewhead ims screen rancillio steam wand and a auber instrument pid i am considering an upgrade soon to something that more gradually build brew pressure though i have recently gotten some decent result using 21g filter basket to allow a slower pressure build during the brew,"['usability', 'video', 'not usability']","[0.8294863700866699, 0.12420189380645752, 0.04631172493100166]"
2382,oh what a shame i didnt know they removed the opv from the new pro model i had a gaggia classic a my travel machine for a little while it wa one of the limited edition gold model and i got it for dollar200 i used it to bring a machine with me on vacation and also should my main machine ever fail me i had a proper machine a a backup honestly it not the best machine ever but it totally capable with some effort if you can adjust thebrew pressure and then learn how to properly temp surf the machine if you have a proper grinder it definitely capable of good espresso i do not think it capable of great espresso maybe every 10th shot would be great but good espresso all day long the downside is the home espresso market ha exploded and the gaggia classic is starting to get a little long in the tooth,"['usability', 'not usability', 'video']","[0.47144556045532227, 0.4434838593006134, 0.08507053554058075]"
2383,fwiw i have got one of later gc pro s the spring is no prob gbp10 and 20mins and i have got a 9bar machine bit sad that gaggia want 400 sheet and the pressure is not adjustable not very pro imho,"['not usability', 'usability', 'video']","[0.5775277614593506, 0.35393816232681274, 0.06853411346673965]"
2384,actually i use gaggia evolution i think gaggia doe not produce them anymore but if you search enough you can still find brand new one with 58 mm portafilter and non pressurized basket it can really make espresso it doe not have selonoid valf or pid but first shot is acceptable for really cheap machine i use seramic hand grinder,"['usability', 'video', 'not usability']","[0.7283844351768494, 0.18132106959819794, 0.09029451757669449]"
2385,looking forward for your video mentioned 9 42,"['video', 'usability', 'not usability']","[0.8375365138053894, 0.13207897543907166, 0.030384531244635582]"
2386,came for the coffee stay for the marc rebillet tshirt you sir have my respect,"['usability', 'video', 'not usability']","[0.5652559399604797, 0.2885585129261017, 0.14618554711341858]"
2387,i try to steer people away from these device it is not available yet but i would be inclined to suggest the flair neo that should be coming out and it doe fly under your 100gbp price,"['not usability', 'usability', 'video']","[0.7038369178771973, 0.17548979818820953, 0.12067324668169022]"
2388,big up for the marc rebillet t shirt,"['usability', 'video', 'not usability']","[0.7600635290145874, 0.20187894999980927, 0.03805754706263542]"
2389,this video put a big smile on my face hilarious,"['video', 'usability', 'not usability']","[0.9704674482345581, 0.02270023711025715, 0.006832357496023178]"
2390,i have been on a very brief journey of coffee machine purchasing i started first of all with the delonghi bc065bs no pump just steam pressurised it worked but it wa utter garbage i used it for two week and it ended up being the work filter coffee machine i then bought a proper pump machine the magimix l expresso which at the time i wa very pleased with it made what i thought wa good coffee and i used it for a good few year at this point my interest and a little spare cash coincided and i decided it wa time to upgrade there wa a lot of researching balancing on what i could afford against bang for buck i wanted the rancillo silvia but if i bought that i could not afford a grinder so i settled and for the last 8 year i have been using an iberital mc2 grinder and an original gaggia classic no pressurised basket the gaggia ha had one failed part the switch flew across the room one day scaring the life out of me and a few upgrade brass shower head plate better shower screen and a pid thermostat the iberital choked on a stone hidden in some bean and needed a new gear but that is all i have done i am still happy with my coffee someone is probably laughing at me right now thinking i have not really had a good coffee,"['usability', 'not usability', 'video']","[0.6567537784576416, 0.2416275590658188, 0.10161863267421722]"
2391,i know what i am going to say might be crazy but i think a nespresso and refillable coffee capsule would give you a better result in the sub gbp100 range,"['not usability', 'usability', 'video']","[0.4696163535118103, 0.43479669094085693, 0.09558695554733276]"
2392,whats the best price point for an espresso machine like when doe it get to a point where oging up in price get you diminishing return,"['usability', 'video', 'not usability']","[0.5129966735839844, 0.3076733648777008, 0.1793300062417984]"
2393,please continue this series with a gbp200 option,"['video', 'usability', 'not usability']","[0.4807233214378357, 0.43006837368011475, 0.08920832723379135]"
2394,he is the fantano of coffee,"['usability', 'video', 'not usability']","[0.6105131506919861, 0.234590083360672, 0.1548968404531479]"
2395,i have a pressurized basket with my delonghi dedica and a i went to search for whether grind size or tamping mattered this video popped up good timing but now i need to see if i can find a non pressurized basket i guess,"['video', 'usability', 'not usability']","[0.9096308946609497, 0.07842821627855301, 0.011940856464207172]"
2396,his voice is so calming he is the david attenborough of coffee,"['usability', 'video', 'not usability']","[0.7906380891799927, 0.14895083010196686, 0.06041110306978226]"
2397,some say he is also known a david caffienborough,"['video', 'usability', 'not usability']","[0.4261105954647064, 0.3841991424560547, 0.18969029188156128]"
2398,right,"['usability', 'video', 'not usability']","[0.532383918762207, 0.354804128408432, 0.11281196027994156]"
2399,he sound like a weirdly chill lindybeige,"['usability', 'video', 'not usability']","[0.5167456865310669, 0.27926182746887207, 0.20399245619773865]"
2400,aahahahahahah can not un hear it now,"['not usability', 'video', 'usability']","[0.5269830822944641, 0.24667368829250336, 0.2263432741165161]"
2401,he is a normal person living in this world,"['usability', 'video', 'not usability']","[0.7325717806816101, 0.15327750146389008, 0.11415065824985504]"
2402,i learned espresso on a modified ec702 i gutted the portafilter and bought a new basket to bypass the pressurized one that modification along with an ordered tamper and secondhand rancilio md50 grinder are what ha led to to where i am today it wa frustrating finicky and not a good user experience but it made good espresso when effort care and time wa put into it since then i switched a a vintage la pavoni europicola that i refurbished i still dislike my routine it is clunky can not support multiple beverage for company and i have grown to really dislike this grinder but it is my setup and i love it,"['usability', 'not usability', 'video']","[0.6110678911209106, 0.31267544627189636, 0.07625671476125717]"
2403,please do a review of the rancilio silvia,"['usability', 'video', 'not usability']","[0.6698218584060669, 0.25878649950027466, 0.07139166444540024]"
2404,so are there any easy mod to these home user could do to make them better,"['usability', 'not usability', 'video']","[0.5717301368713379, 0.25460490584373474, 0.17366498708724976]"
2405,hi james how about the milk steamer in every machine it would be also interesting to know the performance of the steamer thx,"['usability', 'video', 'not usability']","[0.7029619812965393, 0.21119707822799683, 0.08584097027778625]"
2406,i wa desperately hoping for a another plague doctor reference but the jeff dis wa most satisfying i use my flair for espresso for around the same money at the time i bought it,"['usability', 'not usability', 'video']","[0.6176553964614868, 0.3086928427219391, 0.07365170866250992]"
2407,i have a smeg coffee machine can you please do a review james i need to know if it is good,"['usability', 'video', 'not usability']","[0.511299729347229, 0.3743179142475128, 0.11438233405351639]"
2408,i have a de longhi for about two year now it is been sitting on a shelf for the past few month coz i started to experiment with v60 it is coming down soon for the variety sake but anyway it doe a good job i think i figured it out i am using a normal lavazza espresso preground coffee and wa grand,"['usability', 'video', 'not usability']","[0.7663228511810303, 0.1426680088043213, 0.09100918471813202]"
2409,a nice show of support for marc rebillet,"['video', 'usability', 'not usability']","[0.7231805324554443, 0.19896496832370758, 0.07785452157258987]"
2410,how about a series of video on modding a gaggia classic even a 2nd hand pre 2015 machine or silvia take it from stock to pimp with a pid opv and steam wand mod see how far you can take an entry level machine,"['video', 'usability', 'not usability']","[0.8834700584411621, 0.10712116956710815, 0.009408780373632908]"
2411,james with this it might be interesting to see what you would put together for a espresso ish or espresso milk drink experience for gbp100 would you still choose the delonghi over some of the espresso ish method using aeropress prismo etc or even some of the moka pot approximation,"['usability', 'video', 'not usability']","[0.6557174324989319, 0.259578138589859, 0.0847044438123703]"
2412,i would like to know that too where doe aeropress or delter stand against it,"['usability', 'video', 'not usability']","[0.49411702156066895, 0.28722935914993286, 0.2186535894870758]"
2413,hello i am kinda new to this coffee making world i have only been drinking coffee for about 4 year last year i bought the cookworks espresso machine from argo for around gbp55 like i said i am kinda new to this but i find this machine great to me it is great but to someone like yourself you would probably shake your head scratch it and say right ok here is where you went wrong i could be wrong but i like this coffee machine i also do not buy the best if the best bean or grinder a like i have said i am new to this coffee way of life great video and keep them coming especially to educate me,"['video', 'usability', 'not usability']","[0.8625078201293945, 0.09351357072591782, 0.04397856816649437]"
2414,i started my coffee latte espresso journey on cheap a chinese nock off delonghi and i have to say i loved it a it trained me more than any good machine could by making me search for non pressurise basket for it modifying my milk head to single point steaming wand etc so i could recommend something like that to someone who interested more about learning to pull great coffee shot but for average user who just want easy and great tasting espresso no,"['usability', 'not usability', 'video']","[0.6936373710632324, 0.17277856171131134, 0.13358403742313385]"
2415,great interesting video james would love to see a review of the flair neo if you can get your hand on it,"['video', 'usability', 'not usability']","[0.9333851933479309, 0.05946046859025955, 0.007154329679906368]"
2416,coffee aside supporting marc rebillet asserts your status a a man of culture,"['video', 'usability', 'not usability']","[0.40491780638694763, 0.38981616497039795, 0.20526602864265442]"
2417,video did not even fully load yet first thing that i saw wa his shirt,"['video', 'not usability', 'usability']","[0.772473931312561, 0.15768270194530487, 0.06984342634677887]"
2418,manuelsen look at his t shirt,"['usability', 'video', 'not usability']","[0.5708446502685547, 0.38524511456489563, 0.04391022026538849]"
2419,and where doe he do that,"['not usability', 'usability', 'video']","[0.40309423208236694, 0.3908725678920746, 0.20603322982788086]"
2420,norape,"['video', 'usability', 'not usability']","[0.8923870921134949, 0.06389657407999039, 0.043716344982385635]"
2421,went to make this comment found it at the top,"['usability', 'video', 'not usability']","[0.5782226920127869, 0.26820218563079834, 0.153575137257576]"
2422,i do not usually thump up on video but this one wa good and i really hope you will follow up on the next tire and until you find a good price quality balance i wa considering a breville barista either pro express or touch but they are a bit above what i consider to be sane to spend on kitchen appliance ok to be honest i love almost all of your video and try and remember to like them,"['video', 'usability', 'not usability']","[0.9416083097457886, 0.04746164381504059, 0.010930005460977554]"
2423,i have a different de longhi to the one you reviewed albeit more expensive but i came with only pressurised basket i only learnt about these after having the machine for about a year when i started to grind my own coffee knock hand grinder and realised the machine just could not hack the fine espresso grind a gbp3 chinese 51mm normal basket purchase and a little hack sawing later and my espresso game is way better probs not to your standard but still cheer for all the great content,"['usability', 'not usability', 'video']","[0.7758142948150635, 0.1327112466096878, 0.09147446602582932]"
2424,started with a cheap delonghi and sage grinder after a few week i got the bezzera bz13 pid and a baratza sette 270wi when that came out absolutely no comparison but without an entry level machine i would not have made the decision to upgrade,"['usability', 'not usability', 'video']","[0.541720449924469, 0.4075261354446411, 0.05075344443321228]"
2425,i have the andrew james machine and while it made a shoddy espresso dark roasted columbian bean ground a fine a my hario mill would take them it balanced out when topping the drink up to make an americano the real point of failure for me wa actually the steam wand truly a hideous experience barely producing enough pressure to froth the milk ending up with an over milky coffee with approximately 0 texture this wa a purchase made at the start of my coffee journey when the bulk of my budget had already gone on filter coffee equipment definitely can not recommend using it especially when an aeropress can make better tasting espresso ish and that ha the bonus of making excellent long coffee too long comment is long tl dr andrew james machine is garbage,"['not usability', 'usability', 'video']","[0.6458057761192322, 0.316566526889801, 0.03762765973806381]"
2426,yes please minimum effective requirement,"['usability', 'video', 'not usability']","[0.3966829478740692, 0.34180259704589844, 0.2615143954753876]"
2427,i clicked on this video and the ad that popped up wa for nespresso in my finest james hoffman trying the oil from a centrifuged espresso voice i exclaimed oh no,"['video', 'not usability', 'usability']","[0.8941716551780701, 0.059113387018442154, 0.04671497642993927]"
2428,all i have access to is a cheap machine a capresso ec 110 which ha given me some pretty good shot of espresso however the caveat to that is the issue of consistency it just is not consistent trying to get the best shot i possibly can from it is frustrating but i love to play around with it and have fun trying to get just the right grind and pressure to get the best shot i can usually take about 3 try and then it dialed in for a while and i get good coffee for a bit and then it wont take the grind or the pressure is too much or it leak around the portafilter from the group head but it give me just enough good coffee to not want to throw it in the trash i think it know,"['usability', 'not usability', 'video']","[0.7925150394439697, 0.13030989468097687, 0.07717503607273102]"
2429,i would love to see a video on machine in the 250euros 450euros range,"['video', 'not usability', 'usability']","[0.36521196365356445, 0.3230178654193878, 0.31177017092704773]"
2430,yes please post about the bare minimum machine to have good coffee amp experience,"['usability', 'not usability', 'video']","[0.682561993598938, 0.19352275133132935, 0.12391524016857147]"
2431,thank you for doing this series after seeing your review of the olympia express cremina i thought good espresso would always be out of range i have had a cheap krupp and a mid range delonghi and i even tweeted you about mid range espresso machine dollar200 dollar400 i look forward to the next installment,"['usability', 'not usability', 'video']","[0.5275178551673889, 0.25173094868659973, 0.22075118124485016]"
2432,i wa thinking about buying one of these cause they cost 1500 in my country i will stay happy with my moka pot after that video,"['video', 'usability', 'not usability']","[0.7269255518913269, 0.23855994641780853, 0.034514520317316055]"
2433,so now that you mentioned this decent little grinder im dying to know what it is i need one,"['usability', 'video', 'not usability']","[0.6860132217407227, 0.2373119443655014, 0.07667476683855057]"
2434,the best reviewer i had seen,"['usability', 'video', 'not usability']","[0.49424993991851807, 0.42809540033340454, 0.07765468209981918]"
2435,is that a marc rebillet shirt i see,"['usability', 'video', 'not usability']","[0.6067569255828857, 0.319804847240448, 0.07343824952840805]"
2436,any chance of you reviewing testing the flair neo,"['usability', 'video', 'not usability']","[0.6266924142837524, 0.3046868145465851, 0.06862076371908188]"
2437,looking forward to the bare minimum video for every hobby it is always best to save up for something that doe a decent or good job otherwise you just get frustrated with a cheap version and do not enjoy the hobby a much a you used to plus just the throwing away of money,"['video', 'usability', 'not usability']","[0.848619818687439, 0.0768875703215599, 0.07449260354042053]"
2438,what is the cup thing that he is grinding into,"['usability', 'video', 'not usability']","[0.5331986546516418, 0.3891827464103699, 0.0776185691356659]"
2439,i have used a delonghi with unpressurized portafilter with a good grinder make a good coffee considering the price for beginner it a good machine now i am on a db lelit,"['usability', 'video', 'not usability']","[0.9184422492980957, 0.062016811221838, 0.01954096369445324]"
2440,james rocking the loopdaddy merch,"['usability', 'video', 'not usability']","[0.5196341872215271, 0.42323172092437744, 0.05713408440351486]"
2441,from my own experience i suspect you will have a hard time beating a flair classic and an aergrind for price to performance ratio even though it is a quite a process,"['video', 'usability', 'not usability']","[0.43914785981178284, 0.39697158336639404, 0.1638806015253067]"
2442,this is sadly where i am at right now ekeing out what i can while preparing for a real upgrade skipping over the gcp entry level and to at least hx if not db current machine klarstein passionata also seen it badged branded a capresso ec100 hamilton beach melita homix and beem it is a thermoblock and is very similar to the delonghi krupp and swan retro above in fact it share the exact same pressurized basket and plastic wand tamper i pair it with a serviceable virtuoso which give me about 7 8 espresso grind step my first step wa to depressurize the portafilters but have since just bought a non pressurized basket from amazon that certainly helped immensely my next ideal mod however not sure if it is possible a i have not found a way and documentation is sorely lacking would be to lower the pressure from 15 bar to 9 bar unfortunately like a couple of the machine in the video i get a minor jet stream that cause channeling it appears unrelated to the shower screen although i have considered replacing that too i do not even want to talk about the thought of temp surfing or piding the thermoblock all in all i pull fine shot not great that mostly just end up in iced latte i just live with the fomo that come along with not getting everything out of my trade subscription the one positive i have learned a lot about the process and creating consistency in the step i can control it is also proven to myself based on sustained daily use that this is a hobby i enjoy and want to get better at thus justifying the cash outlay for a significan not upgrade investment,"['usability', 'video', 'not usability']","[0.4430761933326721, 0.3967759311199188, 0.16014790534973145]"
