,sequence,labels,scores
278,benedict yaslim i am sorry i have not used the dedica to compare,"['not usability', 'usability', 'video']","[0.6343765258789062, 0.22972959280014038, 0.13589388132095337]"
279,hi can you froth non dairy milk like almond or coconut milk and doe it become nice and foamy thanks,"['usability', 'video', 'not usability']","[0.8489338159561157, 0.10639724880456924, 0.04466892406344414]"
280,i have used no carb almond milk and it did get foamy just like regular milk,"['usability', 'video', 'not usability']","[0.8325123190879822, 0.141264408826828, 0.026223257184028625]"
281,a plamenova hi i have tried it with non dairy milk with no luck it just make it warm however you can get barista style oat milk which i am told doe froth up,"['not usability', 'usability', 'video']","[0.5220615863800049, 0.3445577621459961, 0.13338062167167664]"
282,use the other filter head to remove the one from the holder so much easier,"['usability', 'video', 'not usability']","[0.8543196320533752, 0.13054519891738892, 0.015135245397686958]"
283,how do you get the double filter in the handle,"['usability', 'video', 'not usability']","[0.673776388168335, 0.26119470596313477, 0.06502889841794968]"
284,what size in mm is the filter,"['usability', 'video', 'not usability']","[0.48581334948539734, 0.43724462389945984, 0.07694197446107864]"
285,aaron jackson it just push in the same a the single one mate,"['usability', 'video', 'not usability']","[0.7130311727523804, 0.2208394557237625, 0.06612934172153473]"
286,take try out to use big mug,"['usability', 'video', 'not usability']","[0.9097114205360413, 0.0725427120923996, 0.017745807766914368]"
287,why should i buy this machine and not some other not quite a review,"['not usability', 'usability', 'video']","[0.4828176200389862, 0.2627721130847931, 0.2544102668762207]"
288,max m ller i am not trying to sell it watch the video see what it doe and decide if it is for you there is a million coffee machine out there nobody ha the time to watch me compare to all other coffee machine to this one,"['video', 'usability', 'not usability']","[0.8699467778205872, 0.12061278522014618, 0.0094404686242342]"
289,thanks for the review do you need to run the water out of the machine and frother before every use or is it just to flush the machine when you first get it cheer,"['usability', 'video', 'not usability']","[0.8789414763450623, 0.06074078753590584, 0.06031773239374161]"
290,jamie pav perfect thanks for the quick reply,"['usability', 'video', 'not usability']","[0.5544941425323486, 0.3828180432319641, 0.06268779188394547]"
291,jamie iles just when you first get it mate if you are using it regularly then i would probably flush it every couple of month just to give it a clean or if you have not used it in a while just to clean it out,"['usability', 'video', 'not usability']","[0.7203514575958252, 0.14807173609733582, 0.13157685101032257]"
292,great review i have been using mine for a few day and have found it easy to use it is clear you have read the instruction well,"['usability', 'video', 'not usability']","[0.9578709602355957, 0.03491245210170746, 0.007216618862003088]"
293,ak342593 thank you so much i hope you are enjoying the machine,"['usability', 'video', 'not usability']","[0.7111287713050842, 0.26424264907836914, 0.024628613144159317]"
294,do you know what the size of the piston want to order a seperate tamper piston cup diameter please,"['usability', 'video', 'not usability']","[0.664469301700592, 0.21414047479629517, 0.12139017134904861]"
295,larsdeb1 really sorry i am not sure,"['video', 'usability', 'not usability']","[0.4296610653400421, 0.3046480119228363, 0.2656909227371216]"
296,is it normal for the machine to be exceptionally hot that your finger will burn if you touch it,"['not usability', 'usability', 'video']","[0.7315173745155334, 0.19307604432106018, 0.0754065290093422]"
297,yourkingdomcome yourwillbedononearthasinheaven which part of it obviously where the water come out of and the milk frother yes but i have not noticed it anywhere else the top get warm too a it is a cup warmer,"['usability', 'not usability', 'video']","[0.6643216013908386, 0.1923271268606186, 0.14335128664970398]"
298,i have been using one of these for 6 year at my workplace gt gt gt ur2 pl 1166 they always produce good quality espresso and are very easy to work with the steamer work better than any other machine i have used for the same price range ours ha held up for year with 20 us each day even when the machine ha broken down by user error it been very easy to fix highly recommend 8,"['usability', 'video', 'not usability']","[0.8655905723571777, 0.09568033367395401, 0.03872911259531975]"
299,error there are nodule on the filter which should be lined up with the space on the holder and it just slot in and doe not need to be forced when ready to empty and clean it will just fall out,"['not usability', 'usability', 'video']","[0.4801117777824402, 0.4466359615325928, 0.07325230538845062]"
300,great review 2 thumb up,"['usability', 'video', 'not usability']","[0.548591673374176, 0.3819916546344757, 0.06941661238670349]"
301,donald j joseph thank you glad you enjoyed it,"['video', 'usability', 'not usability']","[0.6210818290710449, 0.3458610475063324, 0.03305710852146149]"
302,doe it produce a decent cream on the coffee every time,"['usability', 'video', 'not usability']","[0.6832115650177002, 0.22977973520755768, 0.08700872212648392]"
303,scottish force official i have had this machine for a couple of year now and the creme is consistent a long a your coffee is fresh please do not force the filter into the holder a shown there are nodule to line them up together,"['usability', 'video', 'not usability']","[0.8595848679542542, 0.11177496612071991, 0.02864016219973564]"
304,scottish force official yeah it is good enough cream for me,"['usability', 'video', 'not usability']","[0.74106365442276, 0.1817249059677124, 0.0772114023566246]"
305,good review and video interval music much too loud thanks,"['video', 'not usability', 'usability']","[0.9363516569137573, 0.03368929773569107, 0.02995907887816429]"
306,adrienne turner apology for that many thanks for the comment,"['video', 'usability', 'not usability']","[0.428646057844162, 0.3273050785064697, 0.24404890835285187]"
307,long a it taste nothing like coffee you put in a percolator dad bout one the other week and tried ton of different coffee and it all rank nothing like if you get one in costa etc,"['not usability', 'usability', 'video']","[0.4985490143299103, 0.4187523126602173, 0.082698754966259]"
308,marklola12 yeah that is a good deal check ao com too they had them for gbp99 i think,"['usability', 'video', 'not usability']","[0.6775361895561218, 0.27491798996925354, 0.047545820474624634]"
309,thanks ill get one of these then since the milk frother seems to be a proper one a on some machine it just seems to make a few bubble in the milk haha there gbp129 on ebay but i have a 10percent off code too so not too bad i guess,"['usability', 'video', 'not usability']","[0.7509497404098511, 0.17875823378562927, 0.07029202580451965]"
310,marklola12 yeah this is the best way to do it essentially the same way costa doe it anyway then you just need some decent coffee we only drink django coffee company,"['usability', 'video', 'not usability']","[0.799335241317749, 0.14987771213054657, 0.05078701674938202]"
311,i have this machine and it doe not seem to froth the milk tried so many time any idea,"['not usability', 'usability', 'video']","[0.804816722869873, 0.15804585814476013, 0.03713737800717354]"
312,take the steam wand apart clean and reassemble i found mine wa put together incorrectly and that the tiny hole for air to be drawn in wa blocked with dry milk,"['usability', 'not usability', 'video']","[0.44398024678230286, 0.442473441362381, 0.11354631930589676]"
313,danvanillabear no problem mate sorry could not be any more help let me know if they sort it for you,"['not usability', 'usability', 'video']","[0.4591034948825836, 0.29973602294921875, 0.2411605715751648]"
314,jamie pav yeah i have tried the tip near the top but still nothing have not tried the swirling though so this will be the next and prob last thing i try before the call thanks so much for advice,"['not usability', 'usability', 'video']","[0.6841854453086853, 0.19374991953372955, 0.12206460535526276]"
315,danvanillabear maybe it is not producing enough steam but strange that some is coming through only think i can say is rather than leaving the nozzle at the bottom of the milk this will just heat the milk up swirl it about so the tip of the nozzle actually leaf the milk momentarily then drop back in when i worked in a bar this wa always the best way to get the frothiest milk if that doe not work then i would be inclined to call delonghi,"['usability', 'not usability', 'video']","[0.7044641375541687, 0.16470812261104584, 0.13082775473594666]"
316,thanks for quick reply i have completely cleaned nosle and the air hole is clear there is only 1 3 of milk in container i have not yet tried swirling aswell a streaming but when i do steam i bubble and spit milk when not in milk ut u producing steam i wa thinking it may be a faulty machine unsure,"['usability', 'not usability', 'video']","[0.5555354952812195, 0.3031323552131653, 0.14133213460445404]"
317,that is a macciato,"['usability', 'not usability', 'video']","[0.6223022937774658, 0.23846881091594696, 0.13922889530658722]"
318,dwl me that is what i said,"['usability', 'video', 'not usability']","[0.4907441735267639, 0.35124045610427856, 0.15801534056663513]"
319,you still running the r,"['usability', 'video', 'not usability']","[0.6101195216178894, 0.3277214765548706, 0.06215892359614372]"
320,tim f ill get it done soon,"['usability', 'video', 'not usability']","[0.45941242575645447, 0.3832913339138031, 0.15729621052742004]"
321,you should,"['usability', 'video', 'not usability']","[0.43620866537094116, 0.40819311141967773, 0.15559826791286469]"
322,tim f no mate i have actually got 2 totally different car now mate really should do another video,"['not usability', 'video', 'usability']","[0.532197892665863, 0.37575873732566833, 0.09204339236021042]"
323,good review pav i imagine the coffee taste much nicer than instant,"['usability', 'video', 'not usability']","[0.5309046506881714, 0.3281920254230499, 0.14090333878993988]"
324,eddie runcorn cheer mate my brother ha his own coffee roasting business now so i have not drank instant in year ha it is so much better like this,"['usability', 'video', 'not usability']","[0.5479817986488342, 0.26105427742004395, 0.19096389412879944]"
325,bro wallah a96orah,"['video', 'usability', 'not usability']","[0.5093628168106079, 0.3801736831665039, 0.11046347767114639]"
326,finally the explicit video after which i searched for a long time,"['video', 'usability', 'not usability']","[0.961025059223175, 0.026853350922465324, 0.012121543288230896]"
327,nice video our taiwan espresso,"['video', 'usability', 'not usability']","[0.9108113646507263, 0.08621680736541748, 0.0029718666337430477]"
328,unboxing review quem me conhece sabe que amo ch mais que caf e tenho estudado afinco a variedades e seus benef cio tamb m gosto de praticidade e h bastante tempo vinha namorando esta chaleira al trica da delonghi finalmente comprada com muito trabalho porque a danada um pouco cara confiram este an lise de unboxing e review com a vantagens e desvantagens para voc leitor comprovar se vale a pena ou n o comprar uma chaleira el trica delonghi icona vintage kbov1501 no meu caso na cor azul e com 127 volt sua capacidade m xima de 1 7 litros,"['usability', 'video', 'not usability']","[0.7270935773849487, 0.18449898064136505, 0.08840742707252502]"
329,what kettle is in the shot,"['video', 'usability', 'not usability']","[0.647960364818573, 0.2721054255962372, 0.07993416488170624]"
330,delonghi vintage icona cream kettle,"['usability', 'video', 'not usability']","[0.8388640880584717, 0.122676320374012, 0.03845956176519394]"
331,hey nice video just want to ask what is the size of your tamper,"['video', 'usability', 'not usability']","[0.9356439113616943, 0.04367415979504585, 0.020681895315647125]"
332,this is the one i bought,"['usability', 'video', 'not usability']","[0.7585816383361816, 0.184637188911438, 0.05678117275238037]"
333,the no sleeve spout always drop during high steam is it normal,"['usability', 'video', 'not usability']","[0.6209641695022583, 0.23505769670009613, 0.14397810399532318]"
334,this ha happened me a few time i got a small black cable tie and placed it around the top a tight a possible seems to have fixed the problem,"['usability', 'video', 'not usability']","[0.7174537181854248, 0.17828482389450073, 0.10426143556833267]"
335,i have watched so many video about this coffee machine and none helped me like this one i got the same one yesterday in korea so the information is all in korean i wa getting crazy but this video solved all my problem i steamed the milk for like 15 second so when i tried to draw the flower in the coffee it didnt work at all i felt like a such a loser and the first time i turned it on it wa so noise my neighbor came to check if i wa ok,"['video', 'usability', 'not usability']","[0.9266831874847412, 0.06177982687950134, 0.011537006124854088]"
336,hey luke doe your steamer make a really loud sound when it steam the milk,"['usability', 'video', 'not usability']","[0.5497959852218628, 0.36334818601608276, 0.08685581386089325]"
337,yes it is quite loud unfortunately,"['not usability', 'video', 'usability']","[0.6066491007804871, 0.25874966382980347, 0.13460125029087067]"
338,great vid just dusted my delonghi off from the attic and loving it struggle to froth the milk just right though why do you remove the milk spout sleeve what is the benefit,"['video', 'usability', 'not usability']","[0.922921895980835, 0.05949043855071068, 0.017587648704648018]"
339,you did not have any trouble by removing the sleeve i have seen comment in other video that if you do that affect the machine great video by the way,"['video', 'usability', 'not usability']","[0.9005741477012634, 0.08354184031486511, 0.015884026885032654]"
340,rich lee let me know how you get on,"['usability', 'video', 'not usability']","[0.43277809023857117, 0.39565280079841614, 0.1715690940618515]"
341,luke adamson thanks luke damn i have been doing it backwards putting the tip almost to the bottom then bringing it up to the top no wonder the sleeve wa giving me huge popping bubble rather than silky foam i will give your method a try,"['usability', 'not usability', 'video']","[0.6421652436256409, 0.2215317338705063, 0.13630297780036926]"
342,hi rich i take off the sleeve because after experimenting with it on and off there wa a clear difference with it on i found it to aggressively put air bubble into the milk almost uncontrollably with it off it is much more like the steam wand i have used in various coffee shop just place the tip of the steamer under the surface of the milk add some texture then advance it further to continue bringing the milk up to temperature if you go too deep in the milk too quickly without adding texture the milk will scream at you ideally you will place the wand in a position that allows the milk to swirl in the jug,"['usability', 'video', 'not usability']","[0.8736571073532104, 0.08439356833696365, 0.041949301958084106]"
343,just a little advice make your milk first because coffe crema may quickly dissapear while making a milk,"['usability', 'video', 'not usability']","[0.6740707755088806, 0.24034878611564636, 0.08558046072721481]"
344,because there is only one boiler i like to do the espresso first a the machine is too hot to pull an espresso after steaming milk i just use a pre heated cup for the espresso and it work well,"['usability', 'video', 'not usability']","[0.8770924806594849, 0.06803400814533234, 0.054873526096343994]"
345,ur icona vintage 310 or 311,"['usability', 'video', 'not usability']","[0.7688171863555908, 0.13482853770256042, 0.09635428339242935]"
346,amazing i recently bought same machine and i really do not like the included tamper i can see you are also using other tamper can you tell me which size should i look for,"['not usability', 'usability', 'video']","[0.553957998752594, 0.225791797041893, 0.2202502191066742]"
347,coffee tamper 51mm kanoson coffee presser tamper with silicone tamper mat wooden coffee powder press with stainless steel base for espresso barista coffee shop supply silver this is what i bought 51mm fit perfectly,"['usability', 'video', 'not usability']","[0.9280344247817993, 0.054220277816057205, 0.01774533838033676]"
348,please feel free to ask any question about the process happy to help,"['usability', 'video', 'not usability']","[0.5374129414558411, 0.26016509532928467, 0.20242200791835785]"
349,hi i have the same machine and i couldnt get the milk texture right any advice,"['not usability', 'usability', 'video']","[0.4843344986438751, 0.4217560589313507, 0.09390942752361298]"
350,yillardir makime ko ede duriyordu simdi ben de yapmaya basladim sagolunuz,"['video', 'usability', 'not usability']","[0.5212222933769226, 0.31537050008773804, 0.16340722143650055]"
351,firma daha iyisini ekemezdi herhalde te ekk r ederim,"['usability', 'video', 'not usability']","[0.45300617814064026, 0.2929622232913971, 0.25403159856796265]"
352,ok a klay c bir video olmu bende almak istiyorum ve merak ediyordum kullan m gayet kolaym te ekk rler,"['video', 'usability', 'not usability']","[0.9248178005218506, 0.06279060244560242, 0.012391561642289162]"
353,merhaba karamel urubunuz hangi marka aroma g zel mi nerirmisiniz,"['usability', 'video', 'not usability']","[0.6196755766868591, 0.2549908459186554, 0.12533360719680786]"
354,benim nespresso milk makinemin s t k p rt c s ok yo un k p k yap yordu uan bu bakineden ald m ama onun kadar yo un k p k vermiyor acaba ben mi yapam yorum var m bir tekni i acaba bana yazarm s n z bilen biri,"['usability', 'video', 'not usability']","[0.632943332195282, 0.20934543013572693, 0.15771125257015228]"
355,cok tsklr kac g nd r bakiniyorum hangi makineyi alsam diye cok g zel anlattiniz hala memnunmusunuz ve kullaniyormusunuz,"['usability', 'video', 'not usability']","[0.3821377158164978, 0.3545627295970917, 0.2632995545864105]"
356,o kadar g zel kremas oldu ki ellerinize sa l k bu kremay elde etmek i in dikkat etmemiz gerek nokta nedir sizce,"['usability', 'not usability', 'video']","[0.40814444422721863, 0.3155142366886139, 0.2763412892818451]"
357,bu makineye ka no kahve cekilir,"['video', 'usability', 'not usability']","[0.5881497859954834, 0.25916606187820435, 0.15268422663211823]"
358,bu kahve mak na i in hangi kaps l uyumlu birde kaps l i in pot var 3 tane pot k yor kutudan,"['video', 'usability', 'not usability']","[0.4555334746837616, 0.42532089352607727, 0.11914554238319397]"
359,amk turkiyede herseye apparat diyorlar,"['usability', 'video', 'not usability']","[0.5542002320289612, 0.3189311921596527, 0.12686851620674133]"
360,senin yapaca n kahfenin taaa,"['video', 'usability', 'not usability']","[0.462919682264328, 0.3273630142211914, 0.2097172886133194]"
361,1900tlye sat l yor uan amazon woulda sizce de er mi yoksa bu fiyatlara daha iyi bir ey al nabilir mi,"['usability', 'video', 'not usability']","[0.49555426836013794, 0.3339669704437256, 0.17047874629497528]"
362,na l 1900 tl hangi tarih bu,"['usability', 'video', 'not usability']","[0.42821410298347473, 0.3826068043708801, 0.18917907774448395]"
363,merhaba kaps l filtresine hangi marka kaps ller uyumlu,"['video', 'usability', 'not usability']","[0.8272082209587097, 0.13224951922893524, 0.04054230451583862]"
364,baristalara sesleniyorum normal t rk kahvesiyle olur mu espresso,"['usability', 'video', 'not usability']","[0.5715718865394592, 0.3107638657093048, 0.11766422539949417]"
365,merhaba kahveyi starbucks tan ka numara ektiriyorsunuz biz 3 ve 4 numara ara nda kal yoruz,"['usability', 'video', 'not usability']","[0.5750812888145447, 0.28479111194610596, 0.14012759923934937]"
366,te ekk r ederim gayet a klay c oldu,"['video', 'usability', 'not usability']","[0.4881324768066406, 0.377340704202652, 0.1345268040895462]"
367,ablam guzel anlatmissin ama old m yavvvv uzunmu tam otomatikte ayni tadi veriormu yoksa bu dahami iyi,"['usability', 'video', 'not usability']","[0.4969935119152069, 0.3135825991630554, 0.18942390382289886]"
368,hemsire can m cekti enyak n zamanda bu marka ve ba ka marka alacam,"['usability', 'video', 'not usability']","[0.5130825042724609, 0.2916469871997833, 0.1952705681324005]"
369,espressodan daha ok amerikano oldu kahveyi 30 ml verdikten sonra kendi kesmiyormu acaba,"['usability', 'video', 'not usability']","[0.4830402135848999, 0.4090425670146942, 0.10791721940040588]"
370,senin yapaca n kahveye de ekece in videoya da s ay m sen yapma k z m kahve falan video hi ekme,"['video', 'usability', 'not usability']","[0.931391716003418, 0.056895703077316284, 0.011712569743394852]"
371,birde d zg n konu abilsen videoyu izledikten sonra almaktan vazge tim,"['video', 'usability', 'not usability']","[0.9122944474220276, 0.07359647005796432, 0.014109068550169468]"
372,mahvettin ok te ekk rler,"['usability', 'video', 'not usability']","[0.5049046874046326, 0.37374937534332275, 0.12134593725204468]"
373,abla ikinci elciden mi ald n,"['video', 'usability', 'not usability']","[0.46037471294403076, 0.4381042420864105, 0.10152103751897812]"
374,delonghi dava acar sana kanser oldum resmen,"['video', 'usability', 'not usability']","[0.49223238229751587, 0.3820238411426544, 0.12574371695518494]"
375,tek fincan istiyorsam ne olucak tek taraftan akmas n istiyorum,"['usability', 'video', 'not usability']","[0.40466687083244324, 0.3788502514362335, 0.21648289263248444]"
376,white cholate mocha yapabilen var m bilgisi olan,"['usability', 'video', 'not usability']","[0.6134232878684998, 0.25930699706077576, 0.12726977467536926]"
377,evet var gayette g zel oluyor,"['video', 'usability', 'not usability']","[0.41363823413848877, 0.3706558346748352, 0.21570590138435364]"
378,ekspresso ye il k bitene kadar americano istiyorsan z durdurup tekrar ye il yap n kupa dolana kadar al t rmak makineye zarar verir ekspresso kahveye ok para vermem diyenlerde filtre kahve al p ayn eyleri yapabilir ayn cihaz n k rm z s var bende bakt m 4 000 tl olmu fiyat,"['usability', 'video', 'not usability']","[0.3924804925918579, 0.3389167785644531, 0.26860275864601135]"
379,makina ok g zel duru olarak ama i lemi k t ym almaktan vazge irdi beni ayrica o kulplukta bir bir b l m var kahveyi pe d kerken oray a p a zl k d mesin diye sabitleyebiliyorsun onu ba ka bir videoda g rm t m belki bilmiyorsan i ine yarar diye d nd m,"['video', 'usability', 'not usability']","[0.6045424342155457, 0.2941100597381592, 0.10134748369455338]"
380,starbucks n kahvesine kahve diyen de ne bileyim zehir gibi kavurmu lar,"['usability', 'video', 'not usability']","[0.6156823635101318, 0.27667972445487976, 0.10763797909021378]"
381,neden bu kadar ac ma z yorumlar yap lm anlam yorum tam olarak bilgisi olmayabilir zamanla makine kullan m na ve i leyi ine al acakt r benim de ilgim var ama u an fiyatlar yle y ksek ki alam yorum bilgi vermi mi vermi daha iyisini yapar m diyorsan z buyrun yap n ellerinize sa l k,"['usability', 'not usability', 'video']","[0.39569807052612305, 0.3922160565853119, 0.21208590269088745]"
382,l tfen bilen biri beni ayd nlats n arkada lar nedir bu filtre kahve makinesinin numaras yahu ka t filtreler ile demlemekten fark nedir,"['video', 'usability', 'not usability']","[0.557071328163147, 0.27579012513160706, 0.16713860630989075]"
383,yle oluo en basit ekilde bu makineler filtre kahve makinesi de il expresso makinesi olarak ge io ve bunlar suyu kahvenin i inden y ksek ba n kullanarak ge irip kahvenin t m aroma n n suya ge mesini sa l yor genel mant kta olay bu e er filtre kahve makinelerini soruson tek olay enge lik veya ka t israf n engellemek oldu unu iddia ediyor firmalar zann mca,"['usability', 'not usability', 'video']","[0.654539942741394, 0.1758825182914734, 0.16957752406597137]"
384,m thi anlat m bunda karar k larsam tamamen senin tan t m n sayesinde olacak te ekk rler,"['usability', 'video', 'not usability']","[0.4317750930786133, 0.39533546566963196, 0.17288942635059357]"
385,videonuz ok a klay c olmu ger ekten sizinle beraber kahvemi yapt m makinam temizledim ikimizede afiyet olsun te ekk rler,"['video', 'usability', 'not usability']","[0.4167325794696808, 0.3609431982040405, 0.2223242223262787]"
386,nce yanl yapt n buhar d mesine basmay unuttun hep su verdi ka maaz,"['usability', 'video', 'not usability']","[0.5288546085357666, 0.2933329939842224, 0.17781242728233337]"
387,yav hi mi ara t rmad n na l yap l r l ler nedir ok biliyor gibi bide inceleme videosu ekiyorsunuz yaz k,"['video', 'usability', 'not usability']","[0.9299039840698242, 0.04687940329313278, 0.023216642439365387]"
388,bottomless portafilter ayn makineden,"['video', 'usability', 'not usability']","[0.7933854460716248, 0.1837887465953827, 0.022825848311185837]"
389,derdiniz ney sizin,"['usability', 'video', 'not usability']","[0.4070417284965515, 0.3627539277076721, 0.23020434379577637]"
390,i yki izlemi im vazge tim almaktan iyi bir kahve makinesi istiyorsan 4 5 bini g zden karmak laz m,"['video', 'usability', 'not usability']","[0.49289917945861816, 0.34175384044647217, 0.16534696519374847]"
391,meslekten elim so uma n diye izliyorum meslekten so udum eylenceliydi,"['usability', 'video', 'not usability']","[0.4632834494113922, 0.2846837043762207, 0.2520328164100647]"
392,bu ne ya hi be enmedim bana bedava etseler almam bu makinay ok mu arad n z,"['usability', 'video', 'not usability']","[0.45157086849212646, 0.3752019703388214, 0.1732272058725357]"
393,en iyi cezve turk kahvesi ya da french pressle filtre kahve demek ki,"['video', 'usability', 'not usability']","[0.7009524703025818, 0.2098221778869629, 0.08922537416219711]"
394,o s t fazla k p rmedi gibi d,"['video', 'usability', 'not usability']","[0.4318601191043854, 0.4111356735229492, 0.1570042073726654]"
395,merhaba simdi videonuzu izledim memnunmusunuz makinadan peki filtre kahvede yapiyormu kahce ogutuyormu,"['video', 'usability', 'not usability']","[0.9180265665054321, 0.06915131211280823, 0.01282212883234024]"
396,kahve tm yor filtre kahve yap p yapmad n bilmiyorum,"['video', 'usability', 'not usability']","[0.8509547114372253, 0.11609994620084763, 0.03294535353779793]"
397,merhaba sorun ya adinizmi almay d l yorum,"['usability', 'video', 'not usability']","[0.42471593618392944, 0.37105628848075867, 0.2042277455329895]"
398,video yu sonuna kadar izlememin tek sebebi vard portafilter temizliycek mi neyse ki ge te olsa temizledi,"['video', 'usability', 'not usability']","[0.9581300020217896, 0.033181607723236084, 0.008688386529684067]"
399,bu video covid 19 wouldan daha tehlikeli olmu elinize sa l k,"['video', 'usability', 'not usability']","[0.9454001188278198, 0.04532208293676376, 0.009277727454900742]"
400,yorumlara bak nca herkes youtuber ve barista olmu video i in eme ine sa l k verdi in bilgiler de erli,"['video', 'usability', 'not usability']","[0.9155130982398987, 0.06628861278295517, 0.018198268488049507]"
401,temizleyene kadar kahve so udu kdkfkdkd,"['video', 'usability', 'not usability']","[0.4471684992313385, 0.36123958230018616, 0.19159194827079773]"
402,8 30 dakikami geri ver l tfen,"['video', 'usability', 'not usability']","[0.4697442352771759, 0.4321502149105072, 0.09810558706521988]"
403,kahve makinas n almak i in n bilgi video bak yordum bunu izledikten sonra kahve makinalar ndan so udum,"['video', 'usability', 'not usability']","[0.9072675108909607, 0.0794052928686142, 0.013327199034392834]"
404,ortal k mahvoldu bu ne french pres daha iyi,"['usability', 'video', 'not usability']","[0.4312251806259155, 0.3922264873981476, 0.1765483021736145]"
405,kaps l kullanabiliyor muyuz bu tarz makinelerde,"['video', 'usability', 'not usability']","[0.4863537847995758, 0.39101341366767883, 0.12263277173042297]"
406,geri zekal ya anlat r gibi bir videoyu ancak gerizekal eker,"['video', 'usability', 'not usability']","[0.8591987490653992, 0.11350706964731216, 0.027294227853417397]"
407,sadece filtre kahve yapmak istersek na l yap yoruz acaba,"['video', 'usability', 'not usability']","[0.8389496207237244, 0.12252680212259293, 0.038523510098457336]"
408,rica ederim,"['video', 'usability', 'not usability']","[0.4060414731502533, 0.3657713234424591, 0.2281872034072876]"
409,mcg video studio te ekk r ederim,"['video', 'usability', 'not usability']","[0.9017242789268494, 0.08369173854589462, 0.014583948068320751]"
410,filtre olmaz bu makine ile amerikano yapars n z,"['video', 'usability', 'not usability']","[0.7218042612075806, 0.19522438943386078, 0.08297134190797806]"
411,guzel yapm neyin pesindesiniz ki yapt n i mekten zevk al yorsa americano latte yada 60ml su olsun ad olmasin ne fark eder bence eline sa l k,"['usability', 'video', 'not usability']","[0.6845834851264954, 0.21185027062892914, 0.1035662516951561]"
412,kalan kahveyi atmayin ciceklerinize besleyici olarak koyabilirsiniz,"['video', 'usability', 'not usability']","[0.41881483793258667, 0.3691103160381317, 0.21207480132579803]"
413,s t k p rm yor,"['usability', 'video', 'not usability']","[0.47586801648139954, 0.43033355474472046, 0.09379842877388]"
414,yirim,"['usability', 'video', 'not usability']","[0.45275571942329407, 0.4097994267940521, 0.1374448984861374]"
415,kanal ma beklerimm almanya tatil vlogum yay nda,"['video', 'usability', 'not usability']","[0.9173969626426697, 0.0665181502699852, 0.01608484610915184]"
416,portafiltreyi tak p bu kadar beklersen kahve yanar,"['usability', 'video', 'not usability']","[0.5125331282615662, 0.4292764663696289, 0.05819041281938553]"
417,takar takmaz m d meye basmak gerekiyor acaba ba lmad g nda oradaki s dan dolay m yan yor kahve,"['video', 'usability', 'not usability']","[0.4033604860305786, 0.3722917139530182, 0.22434784471988678]"
418,video ok ba ar l ev kullan c s olarak nelerle u ra aca m z daha iyi anlat lamazd te ekk rler,"['video', 'usability', 'not usability']","[0.9584709405899048, 0.035883937031030655, 0.005645138211548328]"
419,evde kendiniz yap n do al y ntemlerle daha h zl i ersiniz,"['usability', 'video', 'not usability']","[0.4291878640651703, 0.3566752076148987, 0.2141369730234146]"
420,uzun ekim americano oldu,"['video', 'usability', 'not usability']","[0.4757889211177826, 0.32282474637031555, 0.20138637721538544]"
421,you burned that coffee well same a starbucks baristas do,"['usability', 'video', 'not usability']","[0.4530998468399048, 0.2994905114173889, 0.24740956723690033]"
422,gulsah gul akkaya because of the coffee is overextraction she filled her cup that machine though is for espresso 30 ml approx,"['usability', 'video', 'not usability']","[0.5227394104003906, 0.28072065114974976, 0.19653993844985962]"
423,lol,"['video', 'usability', 'not usability']","[0.4413546621799469, 0.28128257393836975, 0.2773627042770386]"
424,how did she burn the cofffee,"['usability', 'video', 'not usability']","[0.39726462960243225, 0.30211079120635986, 0.3006245493888855]"
425,bilselerdi b yle bir tan t m olaca n makinay cat etmezlerdi,"['usability', 'video', 'not usability']","[0.4581651985645294, 0.3787231743335724, 0.16311167180538177]"
426,b kahve i in ok zahmetli,"['video', 'usability', 'not usability']","[0.45622411370277405, 0.40636226534843445, 0.1374136358499527]"
427,sinirim bozuldu gidip gelip seyrediyorum en iyisi indireyim ben bu vidyoyu,"['usability', 'video', 'not usability']","[0.40832751989364624, 0.35150864720344543, 0.24016381800174713]"
428,very bad,"['not usability', 'video', 'usability']","[0.8521580100059509, 0.10603610426187515, 0.04180582985281944]"
429,s t k p o kadar k p rmedi ki,"['video', 'usability', 'not usability']","[0.46641990542411804, 0.3615405261516571, 0.17203961312770844]"
430,te ekk r ederiz,"['video', 'usability', 'not usability']","[0.4425869286060333, 0.3986583948135376, 0.15875470638275146]"
431,video ya laf m s z m yok fakat makine ok zahmetli almay d nerek de il merak etti im i in geldim ve hepten so udum,"['video', 'usability', 'not usability']","[0.9543051719665527, 0.036317162215709686, 0.009377649985253811]"
432,acemilik abidesi,"['usability', 'video', 'not usability']","[0.5003631711006165, 0.3053399324417114, 0.1942969113588333]"
433,triple espresso oldu heralde,"['usability', 'video', 'not usability']","[0.673873782157898, 0.1735456883907318, 0.1525806039571762]"
434,sanki kahwe gegilde bir problem cozuyorum wazgectim kahwe icmekten kurban olayim benim bak r cezveme,"['not usability', 'video', 'usability']","[0.41664212942123413, 0.3288537859916687, 0.25450408458709717]"
435,az kals n internetten sipari verecektim son bir kez youtube den videosu varm diye bakay m dedim bu kadar berbat ve basit olabilece ini hi d nmedim,"['video', 'usability', 'not usability']","[0.8910276293754578, 0.09095235913991928, 0.018020017072558403]"
