,sequence,labels,scores
272,hi colleen neither machine technically make a drip coffee a they use the espresso brewing process what they make is considered a long coffee sometimes called a cafe crema it sound like you want to make a larger cup of coffee the eletta can make long coffee and us pulse brewing which lower the brewing pressure in pulse to avoid over extracting the coffee when making larger cup the pulse brewing process produce a coffee that more closely resembles drip than many competing machine compared to the saeco i like the pulse brewing cup warmer slightly higher water capacity angled display adjustable milk froth density and included manual steaming wand hope that help marc,"['usability', 'video', 'not usability']","[0.7189574241638184, 0.16680601239204407, 0.11423656344413757]"
273,hi marc about the dispensing the hot milk alone the machine will dispense it or should be done in the auto frothing thanks,"['usability', 'not usability', 'video']","[0.7241310477256775, 0.14432206749916077, 0.13154685497283936]"
274,whole latte love hi marc it me again last week i purchashed the ecam44 660b ellata but there is no option for espresso macchiato how can i make one with my machine,"['not usability', 'usability', 'video']","[0.4614947736263275, 0.42679041624069214, 0.11171483248472214]"
275,hi ml thanks for the question the machine can dispense just hot milk,"['usability', 'video', 'not usability']","[0.7796278595924377, 0.1711782068014145, 0.049193911254405975]"
276,i am interested in this machine for it milk drink but also just plain coffee doe this machine using the drip style long produce good coffee in comparison to a regular drip machine,"['usability', 'video', 'not usability']","[0.8874815106391907, 0.08930579572916031, 0.023212678730487823]"
277,whole latte love hi marc which jura do you use at home and what would you recommend for a household that typically drink americanos and latte i have been watching so many espresso machine review video and i am just more confused than before i started,"['video', 'usability', 'not usability']","[0.8974378705024719, 0.07061365991830826, 0.031948406249284744]"
278,no problem,"['video', 'usability', 'not usability']","[0.4031057357788086, 0.39849525690078735, 0.19839902222156525]"
279,thank you so much for such a prompt and thorough response have a great day,"['usability', 'video', 'not usability']","[0.5442202091217041, 0.32845979928970337, 0.12731996178627014]"
280,hi scott thanks for the question yes it doe i use a gaggia babila machine for long coffee at the office everyday and have a jura super auto at home they brew using the same basic process a the eletta compared to drip you have the ability to adjust grind size coffee dose and length those control let you fine tune the flavor marc,"['usability', 'video', 'not usability']","[0.7759734988212585, 0.16448810696601868, 0.0595383457839489]"
281,marc other than the steam attachment is there any other difference between the ecam 44660b and the ecam45760b debating between this machine the gaggia accademia babila or the jura e8,"['usability', 'video', 'not usability']","[0.6090976595878601, 0.21716099977493286, 0.17374134063720703]"
282,hi je thanks for the question the delonghi eletta machine are very similar the 44 660 b ha a different display and control panel accademia ha 3 level of menu programmable froth density by drink babila doe not both the gaggia machine have a manual steam wand in addition to the self cleaning carafe you can do a much finer froth using the manual wand i also love the flow control dial on the gaggia machine it is awesome if you switch between espresso and larger cup of coffee the e8 ha the nicest display and is a little easier to maintain it use cleaning tablet for the non removable brew group and if you use a water filter no descaling is ever required on the other machine you remove the group and rinse with tap water once a week hope that help let me know if you have more question marc,"['usability', 'video', 'not usability']","[0.7724661231040955, 0.12712183594703674, 0.10041198134422302]"
283,how doe it stack up against a breville dual boiler which one delivers the best coffee flavor thinking of getting my first espresso machine thanks,"['usability', 'video', 'not usability']","[0.844646155834198, 0.11364425718784332, 0.041709598153829575]"
284,whole latte love thanks so much marc went with the de longhi thanks,"['usability', 'video', 'not usability']","[0.5764206051826477, 0.3630644381046295, 0.06051497161388397]"
285,hi antonio the bdb is a semi automatic machine it is capable of making better espresso than a super auto machine like the eletta but there is more skill knowledge required to operate the bdb to get a better espresso marc,"['usability', 'video', 'not usability']","[0.8332924246788025, 0.09190074354410172, 0.07480684667825699]"
286,hi mark thanks for a great review i just purchased the eletta i have a question my first batch of coffee turned out quite acidic sour and it seems the extraction from pump on to last drip is about 14 second for a short size is this normal or is this low i wa told around 25 second is ideal i am not sure how to change this to longer i have set the grinder to the finest no 1 would you know thanks so much,"['not usability', 'usability', 'video']","[0.4780923128128052, 0.4229057729244232, 0.099001944065094]"
287,whole latte love hi marc my preference is cappuccino and have tried all the tip but just can not get rid of the bitter after taste i just can not seem to get the bistro quality even when using their bean is medium roast the correct choice and should the grind be between 5 7,"['usability', 'video', 'not usability']","[0.6313536763191223, 0.18584208190441132, 0.18280428647994995]"
288,miytok happy to help let me know how it go again it is normal for the first 5 or so shot to be a little on the weak side on most brand new super auto a the machine learns how much coffee to grind,"['usability', 'video', 'not usability']","[0.42246466875076294, 0.3917836844921112, 0.18575161695480347]"
289,whole latte love thanks so much marc you are brilliant i understand this a whole lot more now will keep on trying,"['video', 'usability', 'not usability']","[0.4803946018218994, 0.44773557782173157, 0.0718698501586914]"
290,hi you are welcome thanks for the comment and question sour flavor generally indicate an under extraction but it could be the coffee a well if not the coffee under extraction can be caused by low brew temp small coffee dose and too coarse grind sound like you have got the grind down whenever i start with a new machine for espresso i make sure i set the grind a fine a it will go without choking the machine i set brew temp to highest hottest and coffee strength to highest level a for timing it can be difficult to equate timing of a semi auto machine to a super auto machine super auto generally extract faster main reason is they use a smaller coffee dose than commercial style semi auto most super auto machine have adaptive dosing the first few dos can be small a the machine learns how long to run the grinder to properly fill the brewing chamber marc,"['usability', 'not usability', 'video']","[0.5797685384750366, 0.22558753192424774, 0.19464388489723206]"
291,finally a non german dutch review great in depth info thanks,"['usability', 'video', 'not usability']","[0.4715501666069031, 0.3784818947315216, 0.1499679982662201]"
292,hi k you are welcome and thank you for the comment,"['usability', 'video', 'not usability']","[0.4901049733161926, 0.38929513096809387, 0.12059987336397171]"
293,should i buy this or gaggia velesca or anima plz help whole latte love,"['usability', 'video', 'not usability']","[0.5844331979751587, 0.2929096817970276, 0.1226571798324585]"
294,hi i would go with the anima prestige it ha slightly larger capacity for water and used coffee and ha clearance for taller cup,"['usability', 'video', 'not usability']","[0.8413499593734741, 0.1286253035068512, 0.03002474457025528]"
295,whole latte love my main drink is a cappuccino super machine,"['usability', 'video', 'not usability']","[0.7433170676231384, 0.20299236476421356, 0.05369051173329353]"
296,hi s thanks for the question to help you pick the right machine please tell me what kind of drink you will make the most and other thing you are looking for in a machine marc,"['video', 'not usability', 'usability']","[0.4209766387939453, 0.2975581884384155, 0.2814651429653168]"
297,hi i just got the machine and i have a problem with it every time it is say empty ground container i clean it but still persist and i can not use it i do not know what to do,"['not usability', 'usability', 'video']","[0.8542410135269165, 0.13161726295948029, 0.014141657389700413]"
298,thank you so much i contacted them and they cleaned it and now it working i could say that is really sensitive machine any coffee residue can block it,"['usability', 'not usability', 'video']","[0.687098503112793, 0.17377443611621857, 0.13912707567214966]"
299,hi bb sorry to hear you are having a problem have you contacted delonghi support here is how if you purchased the machine from u in u you can contact our tech support people here,"['not usability', 'usability', 'video']","[0.4842786192893982, 0.3717581331729889, 0.14396323263645172]"
300,it look like a video from the 90 is,"['video', 'usability', 'not usability']","[0.9657182693481445, 0.02746344543993473, 0.0068182796239852905]"
301,ll the answer is definitely no but that is a good one,"['usability', 'video', 'not usability']","[0.4705512523651123, 0.36462464928627014, 0.16482409834861755]"
302,yeh clear and coherent you obviously prefer something produced on tiktok lip synched justin bieber voice over,"['usability', 'video', 'not usability']","[0.48652133345603943, 0.28913792967796326, 0.22434070706367493]"
303,retro,"['video', 'usability', 'not usability']","[0.4465031325817108, 0.316832572221756, 0.236664280295372]"
304,great video just bought one but it keep saying fill bean hopper when it is already full any idea please,"['video', 'usability', 'not usability']","[0.9146463871002197, 0.06701244413852692, 0.01834121160209179]"
305,did you solve it i do not have this machine but i feel bad for you,"['not usability', 'usability', 'video']","[0.7333271503448486, 0.14904305338859558, 0.11762981116771698]"
306,hi just purchased what i believed to be this model based on your review but it doe not seem grind the the bean a it pours the milk is there a setting i can change otherwise really pleased with the machine thanks to your excellent review,"['usability', 'not usability', 'video']","[0.610905647277832, 0.28730419278144836, 0.10179014503955841]"
307,so this is the eletta ecam 45 760 how is the ecam 44 660 different,"['usability', 'video', 'not usability']","[0.5365227460861206, 0.35112112760543823, 0.1123560443520546]"
308,the 44 660 is the one costco sell slightly different display i believe,"['usability', 'video', 'not usability']","[0.5932676792144775, 0.3211425244808197, 0.08558979630470276]"
309,hi s unfortunately i can not tell you a i am unfamiliar with the other machine may be a model not generally available in u,"['not usability', 'usability', 'video']","[0.6431058645248413, 0.23617330193519592, 0.12072086334228516]"
310,hi is there a way to have the coffee come first then the milk,"['usability', 'not usability', 'video']","[0.6416309475898743, 0.2857950031757355, 0.07257401198148727]"
311,hi j thanks for the question this machine and the majority of similar machine steam the milk first there are a few which can do coffee first a couple of jura machine make flat white and do the coffee first then the milk like the jura e8 here is a video review of the jura e8 marc,"['video', 'usability', 'not usability']","[0.9452025890350342, 0.049676038324832916, 0.005121346563100815]"
312,do you think this machine would be right for an office where the consumption of coffee in various form is roughly 50 cup a day,"['usability', 'not usability', 'video']","[0.7853410840034485, 0.11424684524536133, 0.10041207075119019]"
313,hi yahya i would go with a machine with larger capacity for bean water and spent coffee ground if you anticipate doing a lot of milk drink i would want more milk capacity a well perhaps in a standalone outboard refrigerated unit check out the jura giga machine here there are dual bean hopper model so you can have regular and decaf bean here is the jura cool control 34oz outboard refrigerated milk system next step up from jura are full on commercial system from franke,"['usability', 'video', 'not usability']","[0.6883472204208374, 0.2319871336221695, 0.0796656608581543]"
314,excellent video very well presented i have an old delonghi that is getting a bit tired a it is used so much and will probably replace it with the reviewed model i live in the uk so will be buying here but nevertheless a great video thanks,"['video', 'usability', 'not usability']","[0.8694040775299072, 0.11928321421146393, 0.01131273340433836]"
315,hi steven thanks for the comment hope you enjoy your machine marc,"['usability', 'video', 'not usability']","[0.5927019715309143, 0.32402485609054565, 0.08327315002679825]"
316,this machine is heavenly i have it and i love it very much thank you delonghi,"['usability', 'video', 'not usability']","[0.846821665763855, 0.1329668164253235, 0.02021152339875698]"
317,hi me happy to hear you are loving your machine and thank you for the comment marc,"['usability', 'video', 'not usability']","[0.6066014170646667, 0.3406393527984619, 0.05275922641158104]"
318,hi just got this machine after seeing your review so thanks for the great service had a quick question in term of the milk once you use it can you keep it in the fridge till expiry date in the container or do you need to use it the next day worried that if you heat milk doe it go stale after 24 hour and also doe it affect the milk storage device to store milk for more than 1 day thanks,"['usability', 'video', 'not usability']","[0.827038586139679, 0.1016688346862793, 0.07129263877868652]"
319,hi gani thanks for the question and comment the milk in the attachable carafe is not heated until it undergoes frothing at the head of the unit so milk in carafe only warms naturally while attached to the machine if you only have it attached to the machine for making drink and then return to fridge you should be able to use more than one day do run the cleaning cycle before returning the carafe to fridge that clean the frothing component so it froth properly on next use marc,"['usability', 'video', 'not usability']","[0.8647661805152893, 0.07246251404285431, 0.06277134269475937]"
320,hey im thinking about getting this one i am worried about noise though is this one overly loud when grinding the coffee bean,"['usability', 'not usability', 'video']","[0.507667064666748, 0.38317370414733887, 0.10915923863649368]"
321,whole latte love oh thanks for getting back to me what machine would you say are similar to this but quiter,"['usability', 'video', 'not usability']","[0.5285093784332275, 0.31244194507598877, 0.1590486615896225]"
322,hi katrina thanks for the question most super automatic machine are fairly similar in noise level when grinding always will be some if concerned about noise in my experience there are a few machine which are a bit quieter when grinding check out the jura s8 it ha a heavy metal cover over the hopper which help reduce grinding noise also have a look at the gaggia babila it ha an internal gasketed cover on the hopper and an external cover babila is a machine which i use daily one of my favorite marc,"['usability', 'video', 'not usability']","[0.7484199404716492, 0.17990639805793762, 0.07167371362447739]"
323,hi i want to buy this one or gaggia anima prestige but not sure which one to get i am very interested which one make hotter black long coffee thank you,"['usability', 'video', 'not usability']","[0.5959805250167847, 0.2840600609779358, 0.11995941400527954]"
324,whole latte love thank you thats the one i like the most out of all this sort of machine will definitely purchase next month,"['usability', 'video', 'not usability']","[0.8686551451683044, 0.11561905592679977, 0.015725823119282722]"
325,hi ar thanks for the question the anima prestige ha 3 temperature setting and make a hot long coffee,"['usability', 'video', 'not usability']","[0.5819033980369568, 0.38321733474731445, 0.034879282116889954]"
326,can you use creamer in the milk container of the eletta machine,"['usability', 'video', 'not usability']","[0.8895071148872375, 0.07434330880641937, 0.036149535328149796]"
327,hi j not something we have tried but no harm if you want to have a go with creamer only caveat might want to stay away from creamer with added sugar or flavoring they could gum up the work and require deeper cleaning of the frothing component,"['usability', 'not usability', 'video']","[0.5429792404174805, 0.34233829379081726, 0.11468250304460526]"
328,thanks i saw everything i needed to know,"['video', 'usability', 'not usability']","[0.7093145251274109, 0.2419232875108719, 0.04876220226287842]"
329,hi tim you are welcome and thank you for the comment,"['usability', 'video', 'not usability']","[0.446871280670166, 0.4120067059993744, 0.1411219835281372]"
330,hi which of these machine do you recommend delonghi eletta cappuccino top ecam 45 760 w delonghi esam6600 primadonna siemens ti903209rw eq 9 s300,"['usability', 'video', 'not usability']","[0.7019283175468445, 0.24546611309051514, 0.05260550603270531]"
331,hi hykran thanks for the question i like the adjustable milk froth density on the eletta we do not carry the esam 6600 primadonna i think it is an older model which ha been replaced by the gran dama 6620 the 6620 is currently out of stock and i have not personally used it we do not carry siemens machine so i have no opinion on those,"['usability', 'video', 'not usability']","[0.8165598511695862, 0.13186344504356384, 0.051576707512140274]"
332,hi mark what about travel mug is there a setting for that or just pick long coffee thanks,"['usability', 'video', 'not usability']","[0.8711568117141724, 0.08307698369026184, 0.04576617106795311]"
333,hi calico thanks for the question you can program the long coffee for higher volume if you like it strong you may want to program for a smaller volume and brew 2 into a single cup be aware spout clearance on the eletta is 5 5 so a tight fit for taller mug cup marc,"['usability', 'video', 'not usability']","[0.7516499757766724, 0.15504321455955505, 0.09330684691667557]"
334,hi really great video i am looking at purchasing this machine or the delonghi autentica cappuccino other than the doppio function is there any real difference in the machine is one better quality part than the other,"['video', 'usability', 'not usability']","[0.9486821889877319, 0.03797374665737152, 0.013344076462090015]"
335,hi fiona thanks for the comment and question i am not 100percent certain but believe they are the same or very similar i think the autentica model is a uk and or eu model,"['usability', 'video', 'not usability']","[0.5840353965759277, 0.23170121014118195, 0.18426334857940674]"
336,looking at getting this machine but because my existing auto machine ha a terrible process for releasing the tamped coffee ground with the eletta do you know how the ground get binned is it from above or pushed from the side or what my current one push them from the side and a you would expect there is significan not spillage that build up over a month which then requires a lengthy cleaning process hoping the eletta is better hope it is not too late to get some feedback thanks,"['not usability', 'usability', 'video']","[0.6070306897163391, 0.34560635685920715, 0.047363005578517914]"
337,whole latte love thanks for the response mostly pleased with not noticing grind missing the bin we have a wmf pro s commercial auto machine which we are looking to replace with the eletta at work cheer,"['usability', 'video', 'not usability']","[0.6057241559028625, 0.21454837918281555, 0.1797274798154831]"
338,hi colin never to late we monitor comment for all of our 1 200 video and try to respond to all comment question within 1 business day i am curious what machine you have that push used grind out to the side in the eletta used grind are pushed out at 45 degree angle kind of up and forward and drop into a grind bin which sits in a drip tray centered in the machine i have not noticed grind missing the bin,"['video', 'usability', 'not usability']","[0.6971892714500427, 0.20703794062137604, 0.09577282518148422]"
339,i just purchased this machine and i have to say i am extremely impressed with it thus far i read a lot of thing on line about how the milk doe not get warm enough well that is just not the case the temperature of the drink is perfect and the ease of use of the machine is fantastic highly recommended,"['usability', 'video', 'not usability']","[0.934406578540802, 0.041041407734155655, 0.024551991373300552]"
340,what are your view 2 year later do you still use the machine have you come across any issue,"['usability', 'video', 'not usability']","[0.8266144394874573, 0.12248487025499344, 0.05090067535638809]"
341,hey im thinking about getting this one i am worried about noise though is this one overly loud when grinding the coffee bean,"['usability', 'not usability', 'video']","[0.507667064666748, 0.38317370414733887, 0.10915923863649368]"
342,hi david thank you for the comment sharing your opinion of the machine happy to hear you are impressed,"['usability', 'video', 'not usability']","[0.6319844722747803, 0.30880340933799744, 0.05921212211251259]"
343,great thorough review thank you for this this seems to fit our need perfectly before purchasing i wa curious if you knew if the entire brewing process for a standard cup of coffee is plastic free once it leaf the plastic water tank i know the plastic part are bpa free however doe water ever touch plastic once it leaf the water tank maybe the same question for the milk process if you happen to know again thanks for the great video feed,"['video', 'usability', 'not usability']","[0.7461602091789246, 0.21928678452968597, 0.034552961587905884]"
344,hey thanks marc for the quick reply i wa able to get in touch with a delonghi representative who wa able to open up one of their machine to help answer the question her reply wa that it go from the water tank plastic and through a plastic tube all plastic are bpa free into an aluminum heating element where water would first get hot once the water is heated there it then will quickly pas through a small grey plastic part a it get released dripped into the coffee cup so the only time that hot liquid come into contact with any form of plastic is this small piece of grey plastic based on this do you happen to sell any model where the heated liquid only pass through metal component piping,"['usability', 'not usability', 'video']","[0.6764755249023438, 0.17200273275375366, 0.15152175724506378]"
345,hi bp i reached out to delonghi with your question and received this response hello the water doe not touch plastic after leaving the water tank in term of the milk assembly the milk touch that plastic tube obviously but the internal passage way are aluminum,"['usability', 'not usability', 'video']","[0.7744684219360352, 0.12404683977365494, 0.1014847382903099]"
346,hello thanks for this video i want to ask can i make just hot milk,"['video', 'usability', 'not usability']","[0.8105548620223999, 0.1272570639848709, 0.06218811124563217]"
347,yes,"['video', 'usability', 'not usability']","[0.5160987973213196, 0.40233445167541504, 0.08156675100326538]"
348,how close is the espresso and cappuccino to the one served at coffee shop expressed in percentage,"['usability', 'video', 'not usability']","[0.7459964752197266, 0.14819997549057007, 0.10580360889434814]"
349,hi ihab thanks for the question a lot depends on the bean and the skill of the barista and those factor vary quite a bit by shop but you asked for percentage so i will try and quantify based on my experience in my area i estimate with good bean the espresso is a good a about 60percent of the cafe i have been to i do not frequent place like starbucks much but the vast majority of their location use super automatic machine to make espresso the 40percent that is better is the result of baristas with knowledge and skill the 40percent may be a a little generous in a random sample of cafe a i tend to go to place where i know i will get it done right typically a micro roaster with an in house cafe that is more focused on espresso coffee than drip style a for cappuccino the eletta doe a very good job a capp is the easiest beverage for this type of machine a the froth is airier than a latte and frothing for a latte is more difficult for machine or barista than for a capp hope that help,"['usability', 'video', 'not usability']","[0.7857143878936768, 0.10761232674121857, 0.10667325556278229]"
350,hi i have the ecam45760b and i noticed that the drip tray is filling fast from the back left corner during a standard coffee is made i measured the water in the tray after 1 standard coffee and i have about 25ml of water that is left in the tray per coffee i always keep a cup under the sprout and even when i look under during a rinse when it is turn off i have another large amount of water filling the tray it is a new machine would that be an issue,"['usability', 'not usability', 'video']","[0.6585135459899902, 0.183472141623497, 0.15801429748535156]"
351,interesting a most all machine do i do not have an eletta available at the moment to check if you are concerned i would contact jura customer support,"['usability', 'video', 'not usability']","[0.5897938013076782, 0.21959632635116577, 0.1906099021434784]"
352,my concern is i went to a store and check with the a salesperson and their demo unit did not drop any water during a coffee shot otherwise i would not stress would wonder if you eletta top doe the same thing maybe they change component and the one in store look like the first line and they had it in demo for a long ime thanks for the quick response,"['video', 'usability', 'not usability']","[0.6091277599334717, 0.22676773369312286, 0.16410450637340546]"
353,hi cc super automatic machine all drain a bit of water to the internal drip tray after making a coffee some more than others but 25ml is not out of the ordinary,"['usability', 'video', 'not usability']","[0.8953022956848145, 0.05281246080994606, 0.0518852062523365]"
354,tetszik,"['video', 'usability', 'not usability']","[0.551935613155365, 0.31861335039138794, 0.12945102155208588]"
355,on the video you are using the plus or top ecam what is the difference anyways besides 50euros in price de longhi eletta plus ecam 44 620 s de longhi eletta top ecam 45 366 b,"['video', 'usability', 'not usability']","[0.9490330815315247, 0.041629042476415634, 0.009337833151221275]"
356,hi paris thanks for the question unfortunately i have not personally used the model you reference they may be version for eu market not available in the u,"['not usability', 'usability', 'video']","[0.7476821541786194, 0.17993174493312836, 0.07238607853651047]"
357,i know this thread is old but would like to know if one can use the machine without the water filter,"['usability', 'not usability', 'video']","[0.7488446235656738, 0.15230011940002441, 0.09885530918836594]"
358,hi and thank you for the explanation appreciate it a lot we have our own filtering system which we use for drinking water and current espresso machine also delonghi it take away the chlorine and softens the water even though we have very soft water to begin with we also boil the water 15 minute before cooling and filtering just wanted to know if i would be forced to buy the filter every so often to make the machine work,"['usability', 'video', 'not usability']","[0.845604658126831, 0.09345673024654388, 0.060938622802495956]"
359,i eva this machine can be used without a water filter but it is not advised the filter do 2 thing first they contain carbon to remove chlorine that help improve flavor and also prevents the formation of hydrochloric acid heating water containing chlorine creates the acid which in turn can cause corrosion of internal component not a big deal if it happens once in awhile but use without a filter for long duration and this could cause a problem second filter soften the water reduce the mineral level to prevent scale buildup when water is heated if mineral are above a certain level scale will form these machine use thermoblock boiler with narrow passage in which water is heated scale build up in those passage will eventually effect machine performance and if allowed to build up over long period premature machine failure all that said if you happen to have an un chlorinated water supply that is soft low in mineral you can get away without using a water filter,"['usability', 'video', 'not usability']","[0.9200570583343506, 0.05021246150135994, 0.029730485752224922]"
360,hello how can i make the milk hot it is not hot at all,"['usability', 'not usability', 'video']","[0.5625097751617432, 0.3299050033092499, 0.10758525878190994]"
361,yo will never make it hot with this machine,"['not usability', 'usability', 'video']","[0.9079418182373047, 0.06212245672941208, 0.029935769736766815]"
362,dear sir i have a questionthis eletta cappuccino v primadonna s deluxe witch one is better i see with eletta is possible to make an espresso macchiato i love it and seems like is not possible to make in automatic with primadonna is true thx in advance regard,"['usability', 'not usability', 'video']","[0.5716283917427063, 0.32180652022361755, 0.10656505823135376]"
363,ok thx a lot for your fast reply you are great,"['usability', 'video', 'not usability']","[0.6517289280891418, 0.27951106429100037, 0.06876002997159958]"
364,hi salvatore fairly certain you can not make an espresso macchiato in automatic one touch mode on either machine i believe both machine steam milk first and then brew espresso into the milk so a latte macchiato no problem but do not think they will go the other way around,"['not usability', 'usability', 'video']","[0.6929036378860474, 0.2690941095352173, 0.03800223767757416]"
365,how do i make a hotter long black it not hot enough for me,"['not usability', 'usability', 'video']","[0.6377373337745667, 0.29610610008239746, 0.0661565437912941]"
366,the machine make cold coffee and froth cold milk and should not be sold ha a hot drink machine,"['not usability', 'usability', 'video']","[0.8921837210655212, 0.0805201604962349, 0.0272960364818573]"
367,hi paul assuming you set the machine to max brewing temp other suggestion is to pre heat cup you are brewing into a cold cup can quickly drop the temp of the coffee 10 20f,"['usability', 'video', 'not usability']","[0.777875542640686, 0.16281947493553162, 0.05930502340197563]"
368,do you recommend this machine or prime donna for small coffee shop any other recommendation,"['usability', 'video', 'not usability']","[0.749696671962738, 0.16234983503818512, 0.08795349299907684]"
369,hi npng neither of the machine you inquired about are rated for use in a coffee shop environment it depends a lot on local code but neither have certification like nsf etc for commercial use the lowest cost machine that may be allowable depending on local code is the jura impressa xs90 understand it is not really a commercial machine but can service a heavier load for true automatic commercial machine you can find a bunch here,"['not usability', 'usability', 'video']","[0.7144882082939148, 0.24667958915233612, 0.03883222118020058]"
370,i have this machine and feel that temperature is too low at highest temperature setting regular coffee only get a high a 147 2 fahrenheit,"['not usability', 'usability', 'video']","[0.5368742346763611, 0.3810691237449646, 0.08205655962228775]"
371,whole latte love i mostly use extra long long coffee cupwarmer is really a gimic because it doe not get special warm and it take 30 45min before cup start to get lukewarm if i preheat thick ceramic cup with teawater from the machine temperature for extra long coffee get up to 154 8f hot water get up to 156 5f,"['usability', 'video', 'not usability']","[0.7752518653869629, 0.14062102138996124, 0.08412707597017288]"
372,hi that temperature seems on the low side so a few question what size regular coffee are you making and what type of cup are you using the machine is cup warming feature cold cup especially thick ceramic will quickly cool coffee by a much a 20 degree depending on ambient condition in most case these machine brew internally at 195 200f a coffee flow thru the machine it cool some but most machine should deliver coffee coming out the spout in 170 range scale buildup in the thermoblock boiler can effect heating performance over time so critical to stay on top of descaling maintenance,"['usability', 'video', 'not usability']","[0.8417788743972778, 0.11556171625852585, 0.04265942424535751]"
373,hi mark thank you much for a great review i know this model ha great feature whereas jura ena 9 is a simple smaller unit i am in love with both which one is more durable it seems like may be jura might be simpler and more durable would you say the same thing thanks,"['usability', 'video', 'not usability']","[0.7692351937294006, 0.1310916543006897, 0.09967315196990967]"
374,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
375,hi tl you are welcome i have a preference for jura had a ena micro 9 in the studio for more than a year a my daily machine when not doing semi auto espresso i do like the elegant design of jura it wa rock solid for the time i had it if you go jura be sure and do the cleaning tablet maintenance a recommended by jura a it brew group is not removable for cleaning one other thing if you like milk based drink the delonghi doe have adjustable froth density on the carafe with the jura it is one froth style only,"['usability', 'video', 'not usability']","[0.7848801016807556, 0.16700583696365356, 0.048114027827978134]"
376,hi i wa considering buying this one but i see that eletta 44 660 b is much cheaper but ha pretty much exactly the same feature which one would you recommend going to their homepage i can see 2 difference extra cappuccino device water filter i do not think water filter is a huge bonus but i do not know what the extra cappuccino device is to be honest been googling around but can not fine anyone showing it anyhow why would i pay the extra 3 300euro for this over the eletta 44 660 please help,"['usability', 'not usability', 'video']","[0.6068624258041382, 0.2754560112953186, 0.1176815778017044]"
377,that is something i am desperately trying to find out a well what is the difference between the 2 eletta model and what is extra cappucino device,"['usability', 'video', 'not usability']","[0.40977853536605835, 0.32506048679351807, 0.2651608884334564]"
378,thank you for the reply these two model came out almost the same time 2014 and are listen on both sweden and international page there is almost 200 euro price difference what i like about the top is the metal finish and the button but good to know that functionality is the same do you know what extra cappuccino device refers to also i noted something strange the picture from your link do not look like the model you are testing there is no top on the machine from the link is that the wrong picture,"['usability', 'not usability', 'video']","[0.6148588061332703, 0.25847506523132324, 0.1266660988330841]"
379,hi mr on delonghi is u website both have the same list price we do not carry the 44 660 so not entirely certain a to the reason for the difference in price in eu eletta in this video is the 45 760 b my guess is the 44 660 b is an earlier version of the machine it may be offered at a lower price to clear out inventory with the exception of the extra you mention the machine most likely operate identically,"['video', 'usability', 'not usability']","[0.7939408421516418, 0.1450110375881195, 0.06104814261198044]"
380,hi how will you compare this with gaggia anima prestige,"['video', 'usability', 'not usability']","[0.6651423573493958, 0.23131810128688812, 0.10353952646255493]"
381,hi willie here is a link to a side by side spec comparison of the eletta to the anima prestige one glaring difference is the price eletta is nearly double the anima eletta ha deeper program ability more drink option and adjustable milk froth,"['video', 'usability', 'not usability']","[0.7162004709243774, 0.23831529915332794, 0.045484233647584915]"
382,better this or saeco hd8917,"['usability', 'not usability', 'video']","[0.5084232091903687, 0.3253079950809479, 0.16626878082752228]"
383,this one is a more capable machine than the saeco,"['usability', 'video', 'not usability']","[0.8493701219558716, 0.09466376155614853, 0.05596611648797989]"
384,hi this might be a silly question but how good is this machine with making hot chocolate i am planning on buying this machine for the family and although it will be mainly used for making coffee the younger one might be interested in using it to make hot chocolate if someone could reply back to me and let me know that would be great thanks,"['usability', 'not usability', 'video']","[0.9126093983650208, 0.04728659242391586, 0.04010402038693428]"
385,i have an offer both primadonna x de luxe etam 36 365 m amp eletta cappuccino top ecam 45 760 w both have the same price which is better,"['usability', 'video', 'not usability']","[0.6677249670028687, 0.21306520700454712, 0.11920973658561707]"
386,night93 no problem there is also this video which compare the prima donna to a couple of jura machine link,"['video', 'usability', 'not usability']","[0.9417392015457153, 0.053789298981428146, 0.004471540451049805]"
387,ooo thanks for the quick response i will check it out,"['usability', 'video', 'not usability']","[0.5637621879577637, 0.3636593222618103, 0.07257848978042603]"
388,hi if big into hot chocolate you might want to consider this machine it come with a separate carafe with a mixing function for making hot chocolate you can use milk froth from the eletta to make a hot chocolate by adding powder or syrup to the froth to see the chocolate mixing of the prima donna check out this video,"['video', 'usability', 'not usability']","[0.8506882786750793, 0.146662637591362, 0.0026490790769457817]"
389,mark i currently have a gaggia accademia and the problem i keep having is with the milk carafe lid handle breaking due to being made of cheap plastic and requiring the spout to constantly turning all the time is this an issue with the delongi eletta,"['usability', 'not usability', 'video']","[0.6572797298431396, 0.2400202453136444, 0.10270003229379654]"
390,hi michael sorry you had that happen with the accademia carafe i know the little black plastic receiver in the top of the handle can pop up and impede the closing of the handle have to be careful with that but i am a fan of the accademia is auto cleaning when closing the handle and the cleaning residue ending up in the drip tray anyway the carafe on the eletta ha some plastic a well but do not think you would have any issue like you describe one thing to keep in mind is the milk foam density is a manual adjustment with the carafe dial a opposed to a programmable adjustment on the accademia,"['usability', 'not usability', 'video']","[0.6416236758232117, 0.2643985152244568, 0.09397774934768677]"
