,sequence,labels,scores
594,hello alex by my experience temperature is between 92 and 96 degree with correct level spent some time to adjust coffee after press in optimal zone it is really nice cream on top no mess all taste is very subjective of course in home i do drawing on latte it miracle love this machine have a nice day,"['usability', 'video', 'not usability']","[0.7334574460983276, 0.177646666765213, 0.08889586478471756]"
595,i love the machine made a spro that tasted like i put 3 sugar and honey in it bought my bean from ec too reliable just wondering if anyone know if a bottomless portafilter is available somewhere,"['usability', 'video', 'not usability']","[0.7468439340591431, 0.20365718007087708, 0.04949884116649628]"
596,what material are all the button handle tamper dropdown tray etc are those plastic or stainless steel,"['usability', 'video', 'not usability']","[0.7970544695854187, 0.12365691363811493, 0.07928869128227234]"
597,combination of both tray is stainless handle plastic,"['usability', 'video', 'not usability']","[0.8618822693824768, 0.10719019919633865, 0.030927615240216255]"
598,excellent presentation thank you,"['video', 'usability', 'not usability']","[0.7402060627937317, 0.2385745793581009, 0.02121930755674839]"
599,thank you,"['usability', 'video', 'not usability']","[0.5334405303001404, 0.3928794264793396, 0.07368001341819763]"
600,thank you for a great presentation it is informative i have bought one and loved it especially the tamping mechanism,"['video', 'usability', 'not usability']","[0.6591783761978149, 0.31966859102249146, 0.021153055131435394]"
601,is there a possibility of upgrading the steaming wand of the original la specialista with this traditional wand,"['usability', 'video', 'not usability']","[0.8494182229042053, 0.11030218750238419, 0.040279604494571686]"
602,ec coffee espresso amp coffee gear thank you for the reply i wa hoping it had the same connection and it wa a straight swap,"['usability', 'video', 'not usability']","[0.700937807559967, 0.17997390031814575, 0.1190883070230484]"
603,no it is not,"['not usability', 'video', 'usability']","[0.5414403080940247, 0.2637538015842438, 0.19480589032173157]"
604,having real difficulty getting that milk rolling with that wand not sure if it is the lack of mobility on the steam wand or the inconsistent pulsating strength of it,"['usability', 'not usability', 'video']","[0.4617767930030823, 0.41444629430770874, 0.12377695739269257]"
605,it best if you settle down to get the milk to roll,"['usability', 'video', 'not usability']","[0.7659878730773926, 0.18955115973949432, 0.04446101188659668]"
606,likely mobility,"['usability', 'video', 'not usability']","[0.9447935819625854, 0.03702565282583237, 0.01818077825009823]"
607,so i am not sure if anyone know this but is it possible to change the steam wand from la specialista to the wand on this one,"['usability', 'video', 'not usability']","[0.8454293012619019, 0.09770875424146652, 0.056861963123083115]"
608,it is not unfortunately,"['not usability', 'video', 'usability']","[0.7312957048416138, 0.13931040465831757, 0.12939390540122986]"
609,thank you for that review is it non pressurized i read a lot of previous complaint about only being a pressurized one,"['video', 'usability', 'not usability']","[0.3672995865345001, 0.3392903208732605, 0.293410062789917]"
610,are you referring to the tamper,"['not usability', 'usability', 'video']","[0.44704166054725647, 0.28650182485580444, 0.26645657420158386]"
611,pink potato slime thanks god right sometimes yt can just make you more stressed,"['video', 'not usability', 'usability']","[0.4229238033294678, 0.2918568253517151, 0.28521928191185]"
612,ec coffee espresso amp coffee gear thank you so so much for responding i wa thinking of returning it but i think i will keep it it should arrive soon,"['usability', 'not usability', 'video']","[0.6182309985160828, 0.2005598247051239, 0.1812092363834381]"
613,new one is non pressurized nice upgrade v original,"['usability', 'video', 'not usability']","[0.6849005222320557, 0.17463895678520203, 0.14046049118041992]"
614,thank you for the video what is the heat up time,"['video', 'usability', 'not usability']","[0.9132270812988281, 0.07618013769388199, 0.010592756792902946]"
615,about 30 second,"['video', 'usability', 'not usability']","[0.829184889793396, 0.1121722161769867, 0.0586429201066494]"
616,great video,"['video', 'usability', 'not usability']","[0.9549551010131836, 0.04283216595649719, 0.00221271812915802]"
617,tfs,"['video', 'usability', 'not usability']","[0.523422360420227, 0.40243855118751526, 0.0741390511393547]"
618,warning do not buy the delongi the breville barista express is way better than this machine the steam wand on this machine ruined the whole machine i have a similar steam wand on my shit box delongi dedica not very impressed with the steam wand delongi almost caught up to breville then pulled the pin with that rubbish steam wand that came from the delongi dedica i would rather buy the breville duo tempo from big w for only dollar299 than buy this rubbish machine for dollar650 go back to the drawing board delongi with your shit steam wand even better have different attachable steam wand i will never buy a delongi dedica even if it wa free because there steam wand are literally shit i prefer a steam wand with a tiny steam hole chump,"['not usability', 'usability', 'video']","[0.7853391170501709, 0.19780035316944122, 0.016860591247677803]"
619,i just got one of these for my birthday my question is the temperature gauge should always be at optimum range even if at min temp what doe this temp do is it ok to leave at highest setting,"['usability', 'video', 'not usability']","[0.6950082778930664, 0.24045884609222412, 0.06453285366296768]"
620,hi eslie great question a delonghi tech would be able to assist with your question and troubleshoot with you if needed please connect with a tech by phoning 1888 335 6644 the guage will differ depending on the coffee grind and tamping level if too much coffee or too coarse or fine the pressure may not reach the optimal level i hope this is helpful info for you to move forward and enjoy the machine cheer,"['usability', 'video', 'not usability']","[0.6556300520896912, 0.22246062755584717, 0.12190927565097809]"
621,is there a lot of cleaning involved after,"['usability', 'not usability', 'video']","[0.3979264497756958, 0.33084437251091003, 0.2712291479110718]"
622,hi hyung thanks for the question the manual semi automatic machine do require some cleaning however it is not a lot at all the la specialista is so great a it stream line the process for you with the built in grinder and tamping that really take not only the guess work out but the amessy part too i hope this wa helpful have a great day link to product cheer,"['usability', 'video', 'not usability']","[0.8237029910087585, 0.10076471418142319, 0.07553235441446304]"
623,thank you for the demo curious to know a i have not seen it addressed what is the largest ounce of coffee this machine will make,"['video', 'usability', 'not usability']","[0.642717719078064, 0.34387654066085815, 0.013405799865722656]"
624,hi pam great question you can control the volume for the exact volume output per cup please connect with a delonghi tech support agent at 1888 335 6644 link to specialista machine ciao for now stay caffeinated,"['usability', 'video', 'not usability']","[0.6854271292686462, 0.166005477309227, 0.14856742322444916]"
625,i can not get no preassure in my machine at all,"['not usability', 'usability', 'video']","[0.8464653491973877, 0.10634677857160568, 0.04718783497810364]"
626,hi j sorry for the delay please call a delonghi tech support agent at 1888 335 6644 i trust by now you have already got it sorted have a great night,"['usability', 'video', 'not usability']","[0.4997921586036682, 0.27578550577163696, 0.22442232072353363]"
627,may i know if this machine can make espresso and heating up the milk at the same time,"['usability', 'not usability', 'video']","[0.8886802792549133, 0.05983629822731018, 0.05148344114422798]"
628,hi liew you will pull your shot of espresso first and then move over to froth and texture the milk cheer consiglio is team,"['usability', 'video', 'not usability']","[0.7242401242256165, 0.21903418004512787, 0.05672566220164299]"
629,no you can not with that machine,"['not usability', 'usability', 'video']","[0.8850425481796265, 0.09266248345375061, 0.022295013070106506]"
630,wa that a cappuccino oh goodness,"['usability', 'video', 'not usability']","[0.5012080669403076, 0.2798803150653839, 0.21891167759895325]"
631,hi there we will continue to work on our latte art it wa very tasty though cheer,"['video', 'usability', 'not usability']","[0.5572529435157776, 0.2985254228115082, 0.14422160387039185]"
632,most helpful,"['usability', 'video', 'not usability']","[0.6197662353515625, 0.33785349130630493, 0.04238031059503555]"
633,what exactly is the coffee mode a longer espresso,"['usability', 'video', 'not usability']","[0.6894901990890503, 0.17656610906124115, 0.13394372165203094]"
634,hi danilo the unit ha espresso americano and coffee the unit ha a manual steam wand so you can create any milk based beverage on your own americano is a shot of espresso and combined with a shot of hot water the coffee function is brewed all together with a larger volume of water thanks for the question link to delonghi la specialista prestigio ec9355m cheer,"['usability', 'video', 'not usability']","[0.8989825248718262, 0.06404691189527512, 0.03697052597999573]"
635,is an upgrade from la specialista to prestigio worth the money,"['usability', 'not usability', 'video']","[0.6011138558387756, 0.2250918447971344, 0.17379425466060638]"
636,hi there i believe your question is is going with the maestro v the prestigio and upgrade maestro feature 6 specialty selection espresso coffee americano cappuccino flat white and latte 2 way to froth manually texture milk using the my latte art steam wand or use the automatic frother for ease and convenience automatic cappuccino capability yes milk system offer two way of steaming milk master your latte art with powerful steam wand or froth milk automatically with a touch of a button thanks to proprietary de longhi lattecrema system 8 grinding setting for the coffee bean of your choice and adjust the dose with a precise digital dosing guide prestigio feature specialty selection latte macchiato hot milk cappuccino latte flat white espresso coffee hot water manually froth milk only manually texture milk using the my latte art steam wand the wand is internal tube keep the exterior metal cool to the touch so the microfoam texture and heating system can work together to help you achieve the right milk 6 grinding setting amp smart tamping link to la specialista model thanks for the question,"['usability', 'video', 'not usability']","[0.6552562713623047, 0.23264873027801514, 0.112094946205616]"
637,is there a difference between the 2 machine with different steam wand,"['video', 'usability', 'not usability']","[0.44365397095680237, 0.3696333169937134, 0.18671274185180664]"
638,hi christian maestro can manually froth and can also froth automatically prestigio can froth manually thanks for the question below is a link to delonghi manual machine ciao for now,"['usability', 'video', 'not usability']","[0.8323168158531189, 0.09986113756895065, 0.06782205402851105]"
639,hello thanks for the video helping a lot however i have a question when i am warming the milk i can not get the good milk cream from the bottom like you any help more time or another thing,"['video', 'usability', 'not usability']","[0.7456233501434326, 0.1768987625837326, 0.07747791707515717]"
640,hey just got one of these and when i grind the bean when it come into the cup thing it is overfilling and is not fine i have it on 2 for how fine it is and then amount is on low anything i am doing wrong or did i get a broken one thanks,"['not usability', 'usability', 'video']","[0.7202766537666321, 0.22144535183906555, 0.058277927339076996]"
641,hey there i am sure this ha been resolved by now always connect with a delonghi tech support agent and they will troubleshoot the setting with you if you are in canada the is 1888 335 6644 this can be found inside the manual a well you would have needed to adjust the dose level thanks for the comment,"['not usability', 'usability', 'video']","[0.41193878650665283, 0.40884554386138916, 0.17921565473079681]"
642,yes,"['video', 'usability', 'not usability']","[0.5160987973213196, 0.40233445167541504, 0.08156675100326538]"
643,quick and efficient review thanks,"['usability', 'video', 'not usability']","[0.518078625202179, 0.42027172446250916, 0.06164965033531189]"
644,is this good for ultra start up cafe 30 to 40 cup in 5 6hrs,"['usability', 'video', 'not usability']","[0.8856827616691589, 0.07990606129169464, 0.0344112291932106]"
645,hey there i am sure you have determined which unit would be great for your cafe i would suggest a larger unit with two boiler like the lelit bianca for example ciao,"['usability', 'video', 'not usability']","[0.7421327233314514, 0.18518240749835968, 0.0726848915219307]"
646,sorry but ha this machine not only dual wall fake preasure basket,"['usability', 'not usability', 'video']","[0.6990172863006592, 0.15260334312915802, 0.14837929606437683]"
647,sanchezzz1 indeed i did but i realized later that wa the new version of specialista and that ha of course single wall basket thought she talk about the first version and that ha only dual basket,"['usability', 'not usability', 'video']","[0.3961252272129059, 0.35828766226768494, 0.24558715522289276]"
648,did you even watch the video,"['video', 'not usability', 'usability']","[0.844719409942627, 0.11368029564619064, 0.04160028696060181]"
649,hi matthias this machine feature 2 basket a single basket for one shot and a double basket for two shot both basket are single walled basket thanks for reaching out,"['usability', 'video', 'not usability']","[0.8246507048606873, 0.15209193527698517, 0.023257359862327576]"
650,thanks so much chef angie great video,"['video', 'usability', 'not usability']","[0.9356659054756165, 0.05964546278119087, 0.004688626155257225]"
651,dollar800 should i buy it mmmm yes i am buying it today,"['usability', 'video', 'not usability']","[0.5513466000556946, 0.35689854621887207, 0.09175483137369156]"
652,i will buy it tomorrow,"['usability', 'video', 'not usability']","[0.6542602777481079, 0.2643077075481415, 0.08143199235200882]"
653,well i ended up buying the maestro for dollar1250,"['usability', 'video', 'not usability']","[0.7964695692062378, 0.14641979336738586, 0.057110682129859924]"
654,latte art the everest,"['usability', 'video', 'not usability']","[0.5025528073310852, 0.40072301030158997, 0.0967242643237114]"
655,halo ma kami ada problem di steamer froather dan tekanan tdk naik ada problem juga tdk ya,"['video', 'not usability', 'usability']","[0.4343351721763611, 0.28431591391563416, 0.28134891390800476]"
656,video selanjutnya gunkan espresso susu kka,"['video', 'usability', 'not usability']","[0.9343370199203491, 0.061329688876867294, 0.004333272576332092]"
657,cara setting kalibrasi nya dong bang,"['video', 'usability', 'not usability']","[0.567048966884613, 0.3469207286834717, 0.08603028953075409]"
658,coba tutorial nya agak lambat sedikit saat penjelasan salam barista,"['video', 'usability', 'not usability']","[0.5435134768486023, 0.41275694966316223, 0.043729595839977264]"
659,mohon harga dong ke agiehermawan18 gmail com trm ksh,"['usability', 'video', 'not usability']","[0.619495689868927, 0.25909221172332764, 0.12141210585832596]"
660,itu orgnya sendiri aja jd kelamaan,"['usability', 'video', 'not usability']","[0.4882008135318756, 0.34567633271217346, 0.1661228984594345]"
661,masukan harusnya kamera selalu fokus dari tampak depan mesin nya jangan nyamping coba malian liat youtuber khusus mesin kopi dari luar negri mereka fokus ke mesin bukan ke wajah orang dan fokus kamera kepada panel dan tombol2nya moga kameramennya belajar profesinal,"['video', 'usability', 'not usability']","[0.5509011149406433, 0.3984493613243103, 0.05064953491091728]"
662,harga nya berapa makasih infonya,"['usability', 'video', 'not usability']","[0.492311954498291, 0.3112257421016693, 0.19646231830120087]"
663,harga pasaran 15 750 000 di tokopedia banyak jual dan ada juga yg dapat bonus drop kopi,"['usability', 'video', 'not usability']","[0.6194561123847961, 0.29373252391815186, 0.08681144565343857]"
664,kalau punya saya ga hidup lampu nya kak itu gmna,"['video', 'usability', 'not usability']","[0.4297991394996643, 0.4246934950351715, 0.14550741016864777]"
665,ma is kalo lampu air hidup tapi air ada gmna cara perbaiki ny,"['usability', 'video', 'not usability']","[0.45855867862701416, 0.43511316180229187, 0.10632821172475815]"
666,ma is kalo lampu air hidup tapi air ada gmna cara perbaiki ny,"['usability', 'video', 'not usability']","[0.45855867862701416, 0.43511316180229187, 0.10632821172475815]"
667,bang mau tnya bang itu steamer nya emang gak langsung otomatis ya karna kalau kita mau steam harus nnggu dulu atau harus di stel ulang lagi ya,"['usability', 'video', 'not usability']","[0.588524580001831, 0.25352197885513306, 0.15795345604419708]"
668,ma mau tanya kalo tanda descalenya nyala terus padahal sudah di lakukan prose descale dengan menggunkan cairannya solusinya bgmna ya,"['usability', 'video', 'not usability']","[0.6003395318984985, 0.25787195563316345, 0.1417885422706604]"
669,assalamualaikum kang maaf kalo lampu power nyala terus kedap kedip kenapa ya maaf soalnya saya baruu,"['usability', 'video', 'not usability']","[0.46569764614105225, 0.28613296151161194, 0.2481694221496582]"
670,water flownya kok ga bagus gitu ya bos,"['usability', 'video', 'not usability']","[0.4494464099407196, 0.41116178035736084, 0.13939182460308075]"
671,kalau pakai mesin ini bagaimana kalo buat cappuccino,"['usability', 'video', 'not usability']","[0.5511670708656311, 0.34824681282043457, 0.10058613121509552]"
672,ini machine dimana bisa beli,"['usability', 'video', 'not usability']","[0.5754071474075317, 0.3354070782661438, 0.08918580412864685]"
673,kak ini harganya berapa ya dan kalau mau order kemana please jawab,"['usability', 'video', 'not usability']","[0.5715039372444153, 0.29612478613853455, 0.13237133622169495]"
674,angga candra saudi arabia,"['video', 'usability', 'not usability']","[0.5881048440933228, 0.2773592174053192, 0.13453592360019684]"
675,kodir jaelani sudah habis masa promonya,"['video', 'usability', 'not usability']","[0.6777263879776001, 0.2501896917819977, 0.07208393514156342]"
676,moh riduan mau dong,"['video', 'usability', 'not usability']","[0.5610852837562561, 0.31457406282424927, 0.12434061616659164]"
677,dmn tuh ridwan,"['video', 'usability', 'not usability']","[0.46766364574432373, 0.40906623005867004, 0.12327016144990921]"
678,angga candra di extra ksa cuman sr 2000 8 jt aja,"['video', 'usability', 'not usability']","[0.5446560978889465, 0.3380928635597229, 0.1172509640455246]"
679,barista express la specialista affiliate link,"['usability', 'video', 'not usability']","[0.5770856738090515, 0.27981504797935486, 0.14309921860694885]"
680,they are not the type of company who really directly support creator partner i have not been able to get so much a a demo unit from them so not only wa i not gaining anything from the relationship but i wa actually losing something due to possibly seeming biased in my review,"['not usability', 'usability', 'video']","[0.6076593399047852, 0.21110524237155914, 0.1812353879213333]"
681,why did you end your relationship with breville,"['not usability', 'usability', 'video']","[0.3663604259490967, 0.3446008563041687, 0.289038747549057]"
682,i love my barista express this video make me like it even more,"['video', 'usability', 'not usability']","[0.9475520849227905, 0.04544375091791153, 0.0070041026920080185]"
683,i purchased the brevelle 18months ago and it lost it pressure wont get up to the correct pressure to make a coffee out of warranty by 6 month and pissed off to say the least never purchasing a brevelle coffee machine again,"['not usability', 'usability', 'video']","[0.6744571328163147, 0.28928080201148987, 0.03626206889748573]"
684,so awkward to watch headless body move,"['not usability', 'video', 'usability']","[0.6409943103790283, 0.23155881464481354, 0.12744684517383575]"
685,then you would love my new video,"['video', 'usability', 'not usability']","[0.8696096539497375, 0.11972371488809586, 0.010666643269360065]"
686,great detailed comparison of the system material built quality etc v only comparing style,"['video', 'usability', 'not usability']","[0.4572031795978546, 0.4336489140987396, 0.10914786905050278]"
687,i have the same delonghi machine and i have to say this this machine is not good for lattee art it doe not provide microfaom like brevil dose,"['not usability', 'usability', 'video']","[0.9091713428497314, 0.06996084749698639, 0.020867852494120598]"
688,delonghi is simply taking the price point p s,"['video', 'usability', 'not usability']","[0.4839070737361908, 0.28126704692840576, 0.23482589423656464]"
689,i have the breville barista express and i hate it for so many reason i premise that i worked a barista in italy for a decade the biggest issue here are will never reach the correct minimum brewing temperature in order to properly extract coffee i had three machine sent by breville and they were all the same the brewing and the grinder are very unstable and unreliable you are gon na waste so much coffee to test each new coffee bag you buy and set the machine with proper grind etc and then the next day you are gon na get a completely different coffee and have to reset the grinder and waste more coffee bean you will never be able to extract real espresso which is creamy hot thick and taste good with breville it is always bitter or sour or watery and missing crema or whatnot you are gon na end up wasting your time for hour and wasting a lot of expensive coffe to never find the right extraction and end up using the double walled filter basket to at least have a decent coffee forget about using the professional single walled basket they only deceive you that you have the option but the machine is not capable of using it be aware breville machine are good for those who do not know the difference between an italian espresso and a starbucks espresso,"['not usability', 'usability', 'video']","[0.5504673719406128, 0.3724825978279114, 0.07705003023147583]"
690,is it just me or is it weird that we can not see his head,"['video', 'usability', 'not usability']","[0.43764758110046387, 0.3410536050796509, 0.22129876911640167]"
691,lifestyle lab lol,"['video', 'usability', 'not usability']","[0.5343531370162964, 0.27704665064811707, 0.18860021233558655]"
692,good thing i have since found it,"['usability', 'video', 'not usability']","[0.5410181283950806, 0.36688879132270813, 0.09209312498569489]"
693,warning do not buy the delongi the breville barista express is way better than this machine the steam wand on this machine ruined the whole machine i have a similar steam wand on my shit box delongi dedica not very impressed with the steam wand delongi almost caught up to breville them pulled the pin with that rubbish steam wand that came from the delongi dedica i would rather buy the breville duo tempo from big w for only dollar299 than buy this rubbish machine for dollar650 go back to the drawing board delongi with your shit steam wand even better have different attachable steam wand i will never buy a delongi dedica even if it wa free because there steam wand are literally shit i prefer a steam wand with a tiny steam hole chump,"['not usability', 'usability', 'video']","[0.7866590619087219, 0.1961134523153305, 0.017227519303560257]"
694,is barista express a good option for opening a cafe,"['usability', 'video', 'not usability']","[0.5713024735450745, 0.3006170392036438, 0.12808045744895935]"
695,no not at all these are not commercial machine,"['not usability', 'usability', 'video']","[0.8320818543434143, 0.09961003810167313, 0.06830810010433197]"
696,just bought laspecialista and did not work and returned then i read about the build quality and is so bad bought breville instead,"['not usability', 'usability', 'video']","[0.6642012596130371, 0.3012305498123169, 0.0345681831240654]"
697,the new 2021 machine portafilter is same like breville there is no single hole yes the dia is still smaller than breville,"['usability', 'video', 'not usability']","[0.5302819013595581, 0.43004074692726135, 0.03967727720737457]"
698,yes we have an whole separate video on the prestigio,"['video', 'usability', 'not usability']","[0.8190633058547974, 0.11012151837348938, 0.07081513851881027]"
699,tell u your opinion about the beem espresso grind profession i believe is the evolution of the breville barista express 870,"['usability', 'video', 'not usability']","[0.5345948934555054, 0.3360729217529297, 0.12933221459388733]"
700,thank you so much for this saved me from buying the wrong machine,"['usability', 'video', 'not usability']","[0.7446854710578918, 0.1918015480041504, 0.06351298093795776]"
701,do not what you mean i bought the delonghi and the built quality is amazing and you talk about cheap plastiv but the outside of the breville look cheap when compared to the delonghi this is such a biased review,"['not usability', 'usability', 'video']","[0.5830540060997009, 0.31802353262901306, 0.09892245382070541]"
702,both are metal body build quality on the delonghi is not amazing sorry the grind adjustment the portafilter basket all the fake plastic chrome build quality is difficult to quantify but i am comparing these to the other 12 espresso machine i have owned at a variety of price point and from a variety of brand difference of opinion doe not constitute bias,"['usability', 'not usability', 'video']","[0.6812605261802673, 0.2099343091249466, 0.1088051125407219]"
703,wa just about to buy the delonghi but wanted to make sure it wold be a good choice thank you for this,"['usability', 'video', 'not usability']","[0.6690719127655029, 0.24585849046707153, 0.08506958186626434]"
704,i would like to see your opinion on the other delonghi machine mine look that that but no automatic tamp weird wand attachment and the port filter is not pressurised,"['not usability', 'usability', 'video']","[0.5721104741096497, 0.34249159693717957, 0.08539790660142899]"
705,i just did a comparison with the delonghi dedica,"['usability', 'video', 'not usability']","[0.5989646315574646, 0.3238028287887573, 0.07723255455493927]"
706,not receiving compensation sure the delongui is that bad or you did not bother set that correctly sorry but your video seems totally biased,"['video', 'not usability', 'usability']","[0.8529387712478638, 0.10955952852964401, 0.037501730024814606]"
707,pretty sure i know how to dial in espresso not to mention i always use the same espresso for all machine grinder review,"['usability', 'video', 'not usability']","[0.8631823062896729, 0.08623570948839188, 0.050581999123096466]"
708,the tamp on the breville is dreadful and doe not fit the basket properly about a 4mm gap the steam function on both machine is inferior to the sage bambino plus which will make perfect latte milk without any input from the user for the price they both should be better,"['not usability', 'usability', 'video']","[0.6531890630722046, 0.307190477848053, 0.039620403200387955]"
709,super til tu esplicaci n,"['usability', 'video', 'not usability']","[0.6318511962890625, 0.26204508543014526, 0.10610368847846985]"
710,interesting video but i just bought a la specialista and the portafilter definitely is a real one with many hole not just a single hole like you claim it is a brilliant machine really clean with the built in tamper,"['video', 'usability', 'not usability']","[0.860956072807312, 0.10100570321083069, 0.03803817927837372]"
711,oh yes you are right thank goodness i did,"['usability', 'video', 'not usability']","[0.5650372505187988, 0.3192461431026459, 0.1157165989279747]"
712,you likely bought the la specialista prestigio which i have a separate video on,"['video', 'usability', 'not usability']","[0.9224241375923157, 0.06417277455329895, 0.013403074815869331]"
713,thanks for taking the time to make this comparative review saved me some possible heartache and regret,"['video', 'usability', 'not usability']","[0.517447292804718, 0.3673444092273712, 0.11520833522081375]"
714,love your video i wa considering upgrading my breville barista express to this one but no way now i love my breville old school but extract best shot,"['video', 'usability', 'not usability']","[0.8401389122009277, 0.135991171002388, 0.023869918659329414]"
715,thank you so much for the technical breakdown and the thought behind the build quality,"['video', 'usability', 'not usability']","[0.45395132899284363, 0.3408540189266205, 0.2051946371793747]"
716,are you australian if you are you may be bias lol but i believe la specialista is over priced for what it doe not do,"['not usability', 'usability', 'video']","[0.5872702598571777, 0.27589669823646545, 0.13683302700519562]"
717,great comparison thank you helped me decide,"['usability', 'video', 'not usability']","[0.4537290930747986, 0.4278341829776764, 0.11843672394752502]"
718,you saved me from buying the wrong machine for my preference thank you love how you did the side by side detailed to the point description,"['usability', 'video', 'not usability']","[0.6893294453620911, 0.277413934469223, 0.033256594091653824]"
719,which one did you get,"['video', 'usability', 'not usability']","[0.5003940463066101, 0.29464179277420044, 0.20496425032615662]"
720,excellent,"['video', 'usability', 'not usability']","[0.5142802000045776, 0.45203542709350586, 0.0336843803524971]"
721,hola que tal me podr a dar tu opini n o hacer una comparativa entre este mismo modelo de breville pero ahora contra la specialista maestra la specialista maestra v breville barista express bes870xl,"['usability', 'video', 'not usability']","[0.595600962638855, 0.25039514899253845, 0.1540038287639618]"
722,amazing top notch review comparison the fact that delonghi charge 900 buck for a pressurized espresso maker is incredible how can they go so low they really went all in for the look and design but zero in term of build quality and what you get espresso wise delonghi is advertising like the new vid with brad pitt and overall cheap machine really make me question their brand overall have had 2 bean to cup from them since my dad us those but they both had issue after 2 year after the warranty expired so that is that thanks for this great video definitely siding with sage breville on this one and will probably get it,"['video', 'usability', 'not usability']","[0.7806427478790283, 0.16998936235904694, 0.04936786741018295]"
723,i just got mine for 89 the la specialista brand new,"['usability', 'video', 'not usability']","[0.7253252863883972, 0.196777805685997, 0.07789693027734756]"
724,you can easily find the de longhi for dollar600 00 a few time a year and the warranty is actually 3 year you just need to register it online for the additional year,"['usability', 'video', 'not usability']","[0.8532227873802185, 0.0978076159954071, 0.04896955564618111]"
725,garbage breville much much better,"['not usability', 'video', 'usability']","[0.7017716765403748, 0.1746523529291153, 0.12357594817876816]"
726,someone reviewing coffee machine that actually seems to understand coffee can not believe it,"['usability', 'not usability', 'video']","[0.4411039352416992, 0.37756240367889404, 0.18133366107940674]"
727,paid by breville,"['video', 'usability', 'not usability']","[0.4149596691131592, 0.41484805941581726, 0.17019224166870117]"
728,nope,"['not usability', 'video', 'usability']","[0.8349253535270691, 0.0887276753783226, 0.0763469710946083]"
729,i just got the latest version of the delonghi arte seems they have made a huge amount of improvement,"['video', 'usability', 'not usability']","[0.644606351852417, 0.21616199612617493, 0.1392316222190857]"
730,what this review forgot to mention is that in a domestic use the de longhi machine offer a 2 year warranty whilst the breville is only 1 year my breville required dollar611 worth of repair after just under 2 year old and for that price i wa able to buy a brand new de longhi machine,"['usability', 'not usability', 'video']","[0.8129191994667053, 0.1160288006067276, 0.0710519403219223]"
731,most credit card double warranty,"['usability', 'video', 'not usability']","[0.6379056572914124, 0.20939648151397705, 0.1526978760957718]"
732,isaac newton good to know thanks,"['usability', 'video', 'not usability']","[0.5482035875320435, 0.3992098569869995, 0.052586644887924194]"
733,3 year with de longhi when you register online,"['usability', 'video', 'not usability']","[0.8094045519828796, 0.13988995552062988, 0.05070551484823227]"
734,can not find it on amazon maybe somewhere else it is possible to buy it,"['not usability', 'usability', 'video']","[0.5997515916824341, 0.3238699734210968, 0.07637840509414673]"
735,yes sage and breville are the same brand for different market,"['usability', 'video', 'not usability']","[0.48037680983543396, 0.2854132354259491, 0.23420989513397217]"
736,lifestyle lab can find just sage it look the same,"['usability', 'video', 'not usability']","[0.5650728940963745, 0.2751672863960266, 0.15975986421108246]"
737,lifestyle lab europe,"['video', 'usability', 'not usability']","[0.5183010101318359, 0.37254565954208374, 0.10915325582027435]"
738,what country are you shopping from,"['usability', 'video', 'not usability']","[0.538709819316864, 0.3472634553909302, 0.11402672529220581]"
739,you saved me a couple of hundred dollar thanks,"['usability', 'video', 'not usability']","[0.7182559370994568, 0.2209315150976181, 0.06081254780292511]"
740,bonjour nous avon une specialista et nous somme vraiment tr s d u car tr s peu de mousse sur cette machine,"['usability', 'not usability', 'video']","[0.47802677750587463, 0.2861104905605316, 0.23586271703243256]"
741,what about la specialista prestigio,"['video', 'usability', 'not usability']","[0.4085119962692261, 0.31161826848983765, 0.2798697054386139]"
742,same issue with the grinder and built quality,"['not usability', 'usability', 'video']","[0.7831071615219116, 0.13395078480243683, 0.08294204622507095]"
743,wish i ave found this video before buying the la specialista at 1st you enjoy the coffee but with time you start to learn and perfect your coffee making skill and you come to the realization that the la specialista is limiting you and is in a way a scam the auto thumping system is very very bad you can not reach the correct pressure without overfilling your portafilter with coffee grain anyway it a fun product but knowing what i know now after having it for 2 year i should have bought the barista express,"['video', 'usability', 'not usability']","[0.8775599002838135, 0.0830800011754036, 0.03936007618904114]"
744,i wa wavering between the two but kept coming back to the breville i am happy to know that i am not wrong in my instinct and will be getting the breville,"['usability', 'video', 'not usability']","[0.5597919225692749, 0.22455361485481262, 0.21565449237823486]"
745,saved me buying a piece of kitchen clutter thanks,"['usability', 'video', 'not usability']","[0.6349446177482605, 0.21373508870601654, 0.15132026374340057]"
746,hey there could you please tell me the model and colour of that breville machine thank you,"['usability', 'video', 'not usability']","[0.7215641736984253, 0.18348519504070282, 0.09495062381029129]"
747,linked in the description the color is black sesame,"['usability', 'video', 'not usability']","[0.6366794109344482, 0.2455310821533203, 0.11778951436281204]"
748,i disagree with your review for the simple fact that not anyone can make a great expresso in short just beacuse you buy a 1000 frying pan will not make you the frying king i think you need to redo this video and let people know how to use each machine so that people can make an educated decision on wich one to buy and that my friend it is my review of your video,"['video', 'not usability', 'usability']","[0.5778531432151794, 0.2927922308444977, 0.1293545514345169]"
749,adam savage ice cold,"['not usability', 'video', 'usability']","[0.4416790306568146, 0.42598244547843933, 0.1323385089635849]"
750,mg mg yikes,"['not usability', 'usability', 'video']","[0.876580536365509, 0.0647345632314682, 0.058684881776571274]"
